"﻿""Chapter ID (Mandatory", for example 1, 2," Etc)""",Chapter Title (Mandatory),Chapter Description (Optional),"Question ID (Mandatory and Unique, for example: 1.1, 1.2, Etc)",Question Title (Mandatory),Question Description (Optional),"Answer Type (Mandatory, one of the following options: 1 for Open Answer, 2 for Dropdown - Single Select, 3 for Dropdown - Single Select - Open answer, 4 for Date, 5 for Dropdown - Multiple Select, 6 for Dropdown - Multiple Select - Open answer)","Dropdown Options (Mandatory if column G is Dropdown. List options for the dropdown separated by a pipe character, for example: Yes|No|Undefined)","DropDown Warnings (Optional, for every option on column H you can define a message, for example: Great|Oh|Think twice)","Dropdown Scoring (Mandatory, set this to 1 if you want to enable scoring for this question. Otherwise set to 0)","Dropdown Option Score (Mandatory if J is set to 1, set the score of the question as an integer positive number, for example 10)","Dropdown Option Score Multiplier (Mandatory if J is set to 1. For every option of the dropdown in column H define an integer positive number that will be multiplied by the value on column K, for example: 1|2|10)","Dropdown Option Show another Question (Optional and only possible if column G is dropdown.For every option in column H you can define one or more question IDs from column D to be shown when the option is selected. For example: 1.2 1.6||6.7 would display questions 1.2 and 1.6 if the first option is selected, none if the second is selected and 6.7 if the third option is selected)","Question Comments & Attachments (Mandatory, select 0 if you do not want to show this option or 1 if you want to let users provide comments and attachments for each question)"
3,Responsibilities,"<i>- System Owners are responsible for ensuring cryptographic controls are implemented in the systems they own in accordance with this document.
- The Information Security function is responsible for defining cryptographic requirements, approved algorithms, and key management principles, with the support of system owners and cryptography specialists where applicable.
- Administrators and Engineers are responsible for implementing and maintaining cryptographic controls as defined.
- Users are responsible for complying with cryptographic requirements and not bypassing security controls.</i>",3.8,"Who performs this responsibility? Please provide the role, team, or job title.",,1,,,0,,,,1
3,Responsibilities,"<i>- System Owners are responsible for ensuring cryptographic controls are implemented in the systems they own in accordance with this document.
- The Information Security function is responsible for defining cryptographic requirements, approved algorithms, and key management principles, with the support of system owners and cryptography specialists where applicable.
- Administrators and Engineers are responsible for implementing and maintaining cryptographic controls as defined.
- Users are responsible for complying with cryptographic requirements and not bypassing security controls.</i>",3.9,Are we missing any responsibility here that is performed in your company?,,1,,,0,,,,1
4,Policy Statements,"<i>- Cryptographic controls must be used to protect sensitive and confidential information in accordance with the organization’s Data Management and Data Classification policy.
- Cryptography must be implemented using approved algorithms, protocols, and key management practices.
- Cryptographic keys must be protected throughout their lifecycle.
- Weak or deprecated cryptographic mechanisms must not be used.
- Cryptographic implementations must support auditability and traceability.</i>",4.1,Does this policy statement apply to your company: Cryptographic controls must be used to protect sensitive and confidential information in accordance with the organization’s Data Management and Data Classification policy.,,2,Yes|No|Somewhat|Not applicable,,0,,,|4.2|4.2|4.2,1
4,Policy Statements,"<i>- Cryptographic controls must be used to protect sensitive and confidential information in accordance with the organization’s Data Management and Data Classification policy.
- Cryptography must be implemented using approved algorithms, protocols, and key management practices.
- Cryptographic keys must be protected throughout their lifecycle.
- Weak or deprecated cryptographic mechanisms must not be used.
- Cryptographic implementations must support auditability and traceability.</i>",4.2,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>- Cryptographic controls must be used to protect sensitive and confidential information in accordance with the organization’s Data Management and Data Classification policy.
- Cryptography must be implemented using approved algorithms, protocols, and key management practices.
- Cryptographic keys must be protected throughout their lifecycle.
- Weak or deprecated cryptographic mechanisms must not be used.
- Cryptographic implementations must support auditability and traceability.</i>",4.3,"Does this policy statement apply to your company: Cryptography must be implemented using approved algorithms, protocols, and key management practices.",,2,Yes|No|Somewhat|Not applicable,,0,,,|4.4|4.4|4.4,1
4,Policy Statements,"<i>- Cryptographic controls must be used to protect sensitive and confidential information in accordance with the organization’s Data Management and Data Classification policy.
- Cryptography must be implemented using approved algorithms, protocols, and key management practices.
- Cryptographic keys must be protected throughout their lifecycle.
- Weak or deprecated cryptographic mechanisms must not be used.
- Cryptographic implementations must support auditability and traceability.</i>",4.4,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>- Cryptographic controls must be used to protect sensitive and confidential information in accordance with the organization’s Data Management and Data Classification policy.
- Cryptography must be implemented using approved algorithms, protocols, and key management practices.
- Cryptographic keys must be protected throughout their lifecycle.
- Weak or deprecated cryptographic mechanisms must not be used.
- Cryptographic implementations must support auditability and traceability.</i>",4.5,Does this policy statement apply to your company: Cryptographic keys must be protected throughout their lifecycle.,,2,Yes|No|Somewhat|Not applicable,,0,,,|4.6|4.6|4.6,1
4,Policy Statements,"<i>- Cryptographic controls must be used to protect sensitive and confidential information in accordance with the organization’s Data Management and Data Classification policy.
- Cryptography must be implemented using approved algorithms, protocols, and key management practices.
- Cryptographic keys must be protected throughout their lifecycle.
- Weak or deprecated cryptographic mechanisms must not be used.
- Cryptographic implementations must support auditability and traceability.</i>",4.6,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>- Cryptographic controls must be used to protect sensitive and confidential information in accordance with the organization’s Data Management and Data Classification policy.
- Cryptography must be implemented using approved algorithms, protocols, and key management practices.
- Cryptographic keys must be protected throughout their lifecycle.
- Weak or deprecated cryptographic mechanisms must not be used.
- Cryptographic implementations must support auditability and traceability.</i>",4.7,Does this policy statement apply to your company: Weak or deprecated cryptographic mechanisms must not be used.,,2,Yes|No|Somewhat|Not applicable,,0,,,|4.8|4.8|4.8,1
4,Policy Statements,"<i>- Cryptographic controls must be used to protect sensitive and confidential information in accordance with the organization’s Data Management and Data Classification policy.
- Cryptography must be implemented using approved algorithms, protocols, and key management practices.
- Cryptographic keys must be protected throughout their lifecycle.
- Weak or deprecated cryptographic mechanisms must not be used.
- Cryptographic implementations must support auditability and traceability.</i>",4.8,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>- Cryptographic controls must be used to protect sensitive and confidential information in accordance with the organization’s Data Management and Data Classification policy.
- Cryptography must be implemented using approved algorithms, protocols, and key management practices.
- Cryptographic keys must be protected throughout their lifecycle.
- Weak or deprecated cryptographic mechanisms must not be used.
- Cryptographic implementations must support auditability and traceability.</i>",4.9,Does this policy statement apply to your company: Cryptographic implementations must support auditability and traceability.,,2,Yes|No|Somewhat|Not applicable,,0,,,|4.10|4.10|4.10,1
4,Policy Statements,"<i>- Cryptographic controls must be used to protect sensitive and confidential information in accordance with the organization’s Data Management and Data Classification policy.
- Cryptography must be implemented using approved algorithms, protocols, and key management practices.
- Cryptographic keys must be protected throughout their lifecycle.
- Weak or deprecated cryptographic mechanisms must not be used.
- Cryptographic implementations must support auditability and traceability.</i>",4.10,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>- Cryptographic controls must be used to protect sensitive and confidential information in accordance with the organization’s Data Management and Data Classification policy.
- Cryptography must be implemented using approved algorithms, protocols, and key management practices.
- Cryptographic keys must be protected throughout their lifecycle.
- Weak or deprecated cryptographic mechanisms must not be used.
- Cryptographic implementations must support auditability and traceability.</i>",4.11,Are we missing any policy statement here that reflects something done in your company?,,1,,,0,,,,1
5,Standard - Data at Rest,"<i>- Data at rest must be encrypted where required using organization-approved cryptographic algorithms.
- Encryption for data at rest must be based on AES algorithms.
- Strong encryption modes must be used where supported.</i>",5.1,Does this requirement reflect your company current practice: Data at rest must be encrypted where required using organization-approved cryptographic algorithms.,,2,Yes|No|Somewhat|Not applicable,,0,,,5.2 5.3|5.4|5.4|5.4,1
5,Standard - Data at Rest,"<i>- Data at rest must be encrypted where required using organization-approved cryptographic algorithms.
- Encryption for data at rest must be based on AES algorithms.
- Strong encryption modes must be used where supported.</i>",5.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Encryption configuration|Key management records|Certificate inventory|Secret management export|Screenshots|System exports|Other,,0,,,,1
5,Standard - Data at Rest,"<i>- Data at rest must be encrypted where required using organization-approved cryptographic algorithms.
- Encryption for data at rest must be based on AES algorithms.
- Strong encryption modes must be used where supported.</i>",5.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Data at Rest,"<i>- Data at rest must be encrypted where required using organization-approved cryptographic algorithms.
- Encryption for data at rest must be based on AES algorithms.
- Strong encryption modes must be used where supported.</i>",5.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Data at Rest,"<i>- Data at rest must be encrypted where required using organization-approved cryptographic algorithms.
- Encryption for data at rest must be based on AES algorithms.
- Strong encryption modes must be used where supported.</i>",5.5,Does this requirement reflect your company current practice: Encryption for data at rest must be based on AES algorithms.,,2,Yes|No|Somewhat|Not applicable,,0,,,5.6 5.7|5.8|5.8|5.8,1
5,Standard - Data at Rest,"<i>- Data at rest must be encrypted where required using organization-approved cryptographic algorithms.
- Encryption for data at rest must be based on AES algorithms.
- Strong encryption modes must be used where supported.</i>",5.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Encryption configuration|Key management records|Certificate inventory|Secret management export|Screenshots|System exports|Other,,0,,,,1
5,Standard - Data at Rest,"<i>- Data at rest must be encrypted where required using organization-approved cryptographic algorithms.
- Encryption for data at rest must be based on AES algorithms.
- Strong encryption modes must be used where supported.</i>",5.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Data at Rest,"<i>- Data at rest must be encrypted where required using organization-approved cryptographic algorithms.
- Encryption for data at rest must be based on AES algorithms.
- Strong encryption modes must be used where supported.</i>",5.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Data at Rest,"<i>- Data at rest must be encrypted where required using organization-approved cryptographic algorithms.
- Encryption for data at rest must be based on AES algorithms.
- Strong encryption modes must be used where supported.</i>",5.9,Does this requirement reflect your company current practice: Strong encryption modes must be used where supported.,,2,Yes|No|Somewhat|Not applicable,,0,,,5.10 5.11|5.12|5.12|5.12,1
5,Standard - Data at Rest,"<i>- Data at rest must be encrypted where required using organization-approved cryptographic algorithms.
- Encryption for data at rest must be based on AES algorithms.
- Strong encryption modes must be used where supported.</i>",5.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Encryption configuration|Key management records|Certificate inventory|Secret management export|Screenshots|System exports|Other,,0,,,,1
5,Standard - Data at Rest,"<i>- Data at rest must be encrypted where required using organization-approved cryptographic algorithms.
- Encryption for data at rest must be based on AES algorithms.
- Strong encryption modes must be used where supported.</i>",5.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Data at Rest,"<i>- Data at rest must be encrypted where required using organization-approved cryptographic algorithms.
- Encryption for data at rest must be based on AES algorithms.
- Strong encryption modes must be used where supported.</i>",5.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Data in Transit,"<i>- Data in transit must be protected using secure cryptographic protocols.
- TLS must be used for protecting data in transit.
- Deprecated or insecure protocols must be disabled.</i>",6.1,Does this requirement reflect your company current practice: Data in transit must be protected using secure cryptographic protocols.,,2,Yes|No|Somewhat|Not applicable,,0,,,6.2 6.3|6.4|6.4|6.4,1
6,Standard - Data in Transit,"<i>- Data in transit must be protected using secure cryptographic protocols.
- TLS must be used for protecting data in transit.
- Deprecated or insecure protocols must be disabled.</i>",6.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Encryption configuration|Key management records|Certificate inventory|Secret management export|Screenshots|System exports|Other,,0,,,,1
6,Standard - Data in Transit,"<i>- Data in transit must be protected using secure cryptographic protocols.
- TLS must be used for protecting data in transit.
- Deprecated or insecure protocols must be disabled.</i>",6.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Data in Transit,"<i>- Data in transit must be protected using secure cryptographic protocols.
- TLS must be used for protecting data in transit.
- Deprecated or insecure protocols must be disabled.</i>",6.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Data in Transit,"<i>- Data in transit must be protected using secure cryptographic protocols.
- TLS must be used for protecting data in transit.
- Deprecated or insecure protocols must be disabled.</i>",6.5,Does this requirement reflect your company current practice: TLS must be used for protecting data in transit.,,2,Yes|No|Somewhat|Not applicable,,0,,,6.6 6.7|6.8|6.8|6.8,1
6,Standard - Data in Transit,"<i>- Data in transit must be protected using secure cryptographic protocols.
- TLS must be used for protecting data in transit.
- Deprecated or insecure protocols must be disabled.</i>",6.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
6,Standard - Data in Transit,"<i>- Data in transit must be protected using secure cryptographic protocols.
- TLS must be used for protecting data in transit.
- Deprecated or insecure protocols must be disabled.</i>",6.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Data in Transit,"<i>- Data in transit must be protected using secure cryptographic protocols.
- TLS must be used for protecting data in transit.
- Deprecated or insecure protocols must be disabled.</i>",6.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Data in Transit,"<i>- Data in transit must be protected using secure cryptographic protocols.
- TLS must be used for protecting data in transit.
- Deprecated or insecure protocols must be disabled.</i>",6.9,Does this requirement reflect your company current practice: Deprecated or insecure protocols must be disabled.,,2,Yes|No|Somewhat|Not applicable,,0,,,6.10 6.11|6.12|6.12|6.12,1
6,Standard - Data in Transit,"<i>- Data in transit must be protected using secure cryptographic protocols.
- TLS must be used for protecting data in transit.
- Deprecated or insecure protocols must be disabled.</i>",6.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
6,Standard - Data in Transit,"<i>- Data in transit must be protected using secure cryptographic protocols.
- TLS must be used for protecting data in transit.
- Deprecated or insecure protocols must be disabled.</i>",6.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Data in Transit,"<i>- Data in transit must be protected using secure cryptographic protocols.
- TLS must be used for protecting data in transit.
- Deprecated or insecure protocols must be disabled.</i>",6.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Virtual Private Networks (VPNs),"<i>- VPN connections must use secure cryptographic protocols.
- VPNs must use TLS or IPsec with approved encryption algorithms.</i>",7.1,Does this requirement reflect your company current practice: VPN connections must use secure cryptographic protocols.,,2,Yes|No|Somewhat|Not applicable,,0,,,7.2 7.3|7.4|7.4|7.4,1
7,Standard - Virtual Private Networks (VPNs),"<i>- VPN connections must use secure cryptographic protocols.
- VPNs must use TLS or IPsec with approved encryption algorithms.</i>",7.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Network diagrams|Firewall rule export|VPN configuration|Change tickets|Encryption configuration|Key management records|Certificate inventory|Secret management export|Screenshots|System exports|Other,,0,,,,1
7,Standard - Virtual Private Networks (VPNs),"<i>- VPN connections must use secure cryptographic protocols.
- VPNs must use TLS or IPsec with approved encryption algorithms.</i>",7.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Virtual Private Networks (VPNs),"<i>- VPN connections must use secure cryptographic protocols.
- VPNs must use TLS or IPsec with approved encryption algorithms.</i>",7.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Virtual Private Networks (VPNs),"<i>- VPN connections must use secure cryptographic protocols.
- VPNs must use TLS or IPsec with approved encryption algorithms.</i>",7.5,Does this requirement reflect your company current practice: VPNs must use TLS or IPsec with approved encryption algorithms.,,2,Yes|No|Somewhat|Not applicable,,0,,,7.6 7.7|7.8|7.8|7.8,1
7,Standard - Virtual Private Networks (VPNs),"<i>- VPN connections must use secure cryptographic protocols.
- VPNs must use TLS or IPsec with approved encryption algorithms.</i>",7.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Network diagrams|Firewall rule export|VPN configuration|Change tickets|Encryption configuration|Key management records|Certificate inventory|Secret management export|Screenshots|System exports|Other,,0,,,,1
7,Standard - Virtual Private Networks (VPNs),"<i>- VPN connections must use secure cryptographic protocols.
- VPNs must use TLS or IPsec with approved encryption algorithms.</i>",7.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Virtual Private Networks (VPNs),"<i>- VPN connections must use secure cryptographic protocols.
- VPNs must use TLS or IPsec with approved encryption algorithms.</i>",7.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
8,Standard - Cryptographic Keys and Certificates,"<i>- Cryptographic keys and certificates must be generated using approved computerized methods where technically feasible.
- Cryptographic keys must be stored in encrypted form.
- Keys, certificates, and secrets must be stored in an organization-approved password or key management system.
- Access to cryptographic keys must be restricted based on least privilege.
- Cryptographic keys and certificates must be rotated at least annually or sooner if compromised.
- Key generation, storage, rotation, and revocation processes must be protected from unauthorized modification.</i>",8.1,Does this requirement reflect your company current practice: Cryptographic keys and certificates must be generated using approved computerized methods where technically feasible.,,2,Yes|No|Somewhat|Not applicable,,0,,,8.2 8.3|8.4|8.4|8.4,1
8,Standard - Cryptographic Keys and Certificates,"<i>- Cryptographic keys and certificates must be generated using approved computerized methods where technically feasible.
- Cryptographic keys must be stored in encrypted form.
- Keys, certificates, and secrets must be stored in an organization-approved password or key management system.
- Access to cryptographic keys must be restricted based on least privilege.
- Cryptographic keys and certificates must be rotated at least annually or sooner if compromised.
- Key generation, storage, rotation, and revocation processes must be protected from unauthorized modification.</i>",8.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Encryption configuration|Key management records|Certificate inventory|Secret management export|Screenshots|System exports|Other,,0,,,,1
8,Standard - Cryptographic Keys and Certificates,"<i>- Cryptographic keys and certificates must be generated using approved computerized methods where technically feasible.
- Cryptographic keys must be stored in encrypted form.
- Keys, certificates, and secrets must be stored in an organization-approved password or key management system.
- Access to cryptographic keys must be restricted based on least privilege.
- Cryptographic keys and certificates must be rotated at least annually or sooner if compromised.
- Key generation, storage, rotation, and revocation processes must be protected from unauthorized modification.</i>",8.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
8,Standard - Cryptographic Keys and Certificates,"<i>- Cryptographic keys and certificates must be generated using approved computerized methods where technically feasible.
- Cryptographic keys must be stored in encrypted form.
- Keys, certificates, and secrets must be stored in an organization-approved password or key management system.
- Access to cryptographic keys must be restricted based on least privilege.
- Cryptographic keys and certificates must be rotated at least annually or sooner if compromised.
- Key generation, storage, rotation, and revocation processes must be protected from unauthorized modification.</i>",8.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
8,Standard - Cryptographic Keys and Certificates,"<i>- Cryptographic keys and certificates must be generated using approved computerized methods where technically feasible.
- Cryptographic keys must be stored in encrypted form.
- Keys, certificates, and secrets must be stored in an organization-approved password or key management system.
- Access to cryptographic keys must be restricted based on least privilege.
- Cryptographic keys and certificates must be rotated at least annually or sooner if compromised.
- Key generation, storage, rotation, and revocation processes must be protected from unauthorized modification.</i>",8.5,Does this requirement reflect your company current practice: Cryptographic keys must be stored in encrypted form.,,2,Yes|No|Somewhat|Not applicable,,0,,,8.6 8.7|8.8|8.8|8.8,1
8,Standard - Cryptographic Keys and Certificates,"<i>- Cryptographic keys and certificates must be generated using approved computerized methods where technically feasible.
- Cryptographic keys must be stored in encrypted form.
- Keys, certificates, and secrets must be stored in an organization-approved password or key management system.
- Access to cryptographic keys must be restricted based on least privilege.
- Cryptographic keys and certificates must be rotated at least annually or sooner if compromised.
- Key generation, storage, rotation, and revocation processes must be protected from unauthorized modification.</i>",8.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Encryption configuration|Key management records|Certificate inventory|Secret management export|Screenshots|System exports|Other,,0,,,,1
8,Standard - Cryptographic Keys and Certificates,"<i>- Cryptographic keys and certificates must be generated using approved computerized methods where technically feasible.
- Cryptographic keys must be stored in encrypted form.
- Keys, certificates, and secrets must be stored in an organization-approved password or key management system.
- Access to cryptographic keys must be restricted based on least privilege.
- Cryptographic keys and certificates must be rotated at least annually or sooner if compromised.
- Key generation, storage, rotation, and revocation processes must be protected from unauthorized modification.</i>",8.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
8,Standard - Cryptographic Keys and Certificates,"<i>- Cryptographic keys and certificates must be generated using approved computerized methods where technically feasible.
- Cryptographic keys must be stored in encrypted form.
- Keys, certificates, and secrets must be stored in an organization-approved password or key management system.
- Access to cryptographic keys must be restricted based on least privilege.
- Cryptographic keys and certificates must be rotated at least annually or sooner if compromised.
- Key generation, storage, rotation, and revocation processes must be protected from unauthorized modification.</i>",8.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
8,Standard - Cryptographic Keys and Certificates,"<i>- Cryptographic keys and certificates must be generated using approved computerized methods where technically feasible.
- Cryptographic keys must be stored in encrypted form.
- Keys, certificates, and secrets must be stored in an organization-approved password or key management system.
- Access to cryptographic keys must be restricted based on least privilege.
- Cryptographic keys and certificates must be rotated at least annually or sooner if compromised.
- Key generation, storage, rotation, and revocation processes must be protected from unauthorized modification.</i>",8.9,"Does this requirement reflect your company current practice: Keys, certificates, and secrets must be stored in an organization-approved password or key management system.",,2,Yes|No|Somewhat|Not applicable,,0,,,8.10 8.11|8.12|8.12|8.12,1
