"﻿""Chapter ID (Mandatory", for example 1, 2," Etc)""",Chapter Title (Mandatory),Chapter Description (Optional),"Question ID (Mandatory and Unique, for example: 1.1, 1.2, Etc)",Question Title (Mandatory),Question Description (Optional),"Answer Type (Mandatory, one of the following options: 1 for Open Answer, 2 for Dropdown - Single Select, 3 for Dropdown - Single Select - Open answer, 4 for Date, 5 for Dropdown - Multiple Select, 6 for Dropdown - Multiple Select - Open answer)","Dropdown Options (Mandatory if column G is Dropdown. List options for the dropdown separated by a pipe character, for example: Yes|No|Undefined)","DropDown Warnings (Optional, for every option on column H you can define a message, for example: Great|Oh|Think twice)","Dropdown Scoring (Mandatory, set this to 1 if you want to enable scoring for this question. Otherwise set to 0)","Dropdown Option Score (Mandatory if J is set to 1, set the score of the question as an integer positive number, for example 10)","Dropdown Option Score Multiplier (Mandatory if J is set to 1. For every option of the dropdown in column H define an integer positive number that will be multiplied by the value on column K, for example: 1|2|10)","Dropdown Option Show another Question (Optional and only possible if column G is dropdown.For every option in column H you can define one or more question IDs from column D to be shown when the option is selected. For example: 1.2 1.6||6.7 would display questions 1.2 and 1.6 if the first option is selected, none if the second is selected and 6.7 if the third option is selected)","Question Comments & Attachments (Mandatory, select 0 if you do not want to show this option or 1 if you want to let users provide comments and attachments for each question)"
1,Respondent Information,,1.1,"Who is responding to this questionnaire? Please provide your name, team, and role within that team.",,1,,,0,,,,1
4,Policy Statements,"<i>- Access to systems and data must be based on the user’s organizational role.
- Systems must implement role-based access control aligned with organizational roles.
- Access provisioning must be automated where technically feasible and driven by approved roles.
- Individual access outside predefined roles is not permitted as standard practice.
- Deviations from role-based access must be explicitly approved as exceptions.
- All access must be traceable and auditable.</i>",4.6,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>- Access to systems and data must be based on the user’s organizational role.
- Systems must implement role-based access control aligned with organizational roles.
- Access provisioning must be automated where technically feasible and driven by approved roles.
- Individual access outside predefined roles is not permitted as standard practice.
- Deviations from role-based access must be explicitly approved as exceptions.
- All access must be traceable and auditable.</i>",4.7,Does this policy statement apply to your company: Individual access outside predefined roles is not permitted as standard practice.,,2,Yes|No|Somewhat|Not applicable,,0,,,|4.8|4.8|4.8,1
4,Policy Statements,"<i>- Access to systems and data must be based on the user’s organizational role.
- Systems must implement role-based access control aligned with organizational roles.
- Access provisioning must be automated where technically feasible and driven by approved roles.
- Individual access outside predefined roles is not permitted as standard practice.
- Deviations from role-based access must be explicitly approved as exceptions.
- All access must be traceable and auditable.</i>",4.8,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>- Access to systems and data must be based on the user’s organizational role.
- Systems must implement role-based access control aligned with organizational roles.
- Access provisioning must be automated where technically feasible and driven by approved roles.
- Individual access outside predefined roles is not permitted as standard practice.
- Deviations from role-based access must be explicitly approved as exceptions.
- All access must be traceable and auditable.</i>",4.9,Does this policy statement apply to your company: Deviations from role-based access must be explicitly approved as exceptions.,,2,Yes|No|Somewhat|Not applicable,,0,,,|4.10|4.10|4.10,1
4,Policy Statements,"<i>- Access to systems and data must be based on the user’s organizational role.
- Systems must implement role-based access control aligned with organizational roles.
- Access provisioning must be automated where technically feasible and driven by approved roles.
- Individual access outside predefined roles is not permitted as standard practice.
- Deviations from role-based access must be explicitly approved as exceptions.
- All access must be traceable and auditable.</i>",4.10,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>- Access to systems and data must be based on the user’s organizational role.
- Systems must implement role-based access control aligned with organizational roles.
- Access provisioning must be automated where technically feasible and driven by approved roles.
- Individual access outside predefined roles is not permitted as standard practice.
- Deviations from role-based access must be explicitly approved as exceptions.
- All access must be traceable and auditable.</i>",4.11,Does this policy statement apply to your company: All access must be traceable and auditable.,,2,Yes|No|Somewhat|Not applicable,,0,,,|4.12|4.12|4.12,1
4,Policy Statements,"<i>- Access to systems and data must be based on the user’s organizational role.
- Systems must implement role-based access control aligned with organizational roles.
- Access provisioning must be automated where technically feasible and driven by approved roles.
- Individual access outside predefined roles is not permitted as standard practice.
- Deviations from role-based access must be explicitly approved as exceptions.
- All access must be traceable and auditable.</i>",4.12,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>- Access to systems and data must be based on the user’s organizational role.
- Systems must implement role-based access control aligned with organizational roles.
- Access provisioning must be automated where technically feasible and driven by approved roles.
- Individual access outside predefined roles is not permitted as standard practice.
- Deviations from role-based access must be explicitly approved as exceptions.
- All access must be traceable and auditable.</i>",4.13,Are we missing any policy statement here that reflects something done in your company?,,1,,,0,,,,1
5,Standard - Identity,"<i>- All identities must be uniquely identifiable.
- Human user accounts must be linked to a single individual and must not be shared.
- Account lifecycle events must align with employment or contractual status.
- Organizational (departmental) roles must be defined and documented.
- Each system must define system roles that map directly to organizational roles.
- System roles must be defined or modified collaboratively by the system owner, department manager, Human Resources (where applicable), and the Information Security function.
- Segregation of duties must be enforced through role design.
- Default or built-in accounts (e.g. root, Administrator) must be disabled or restricted where technically feasible.</i>",5.1,Does this requirement reflect your company current practice: All identities must be uniquely identifiable.,,2,Yes|No|Somewhat|Not applicable,,0,,,5.2 5.3|5.4|5.4|5.4,1
5,Standard - Identity,"<i>- All identities must be uniquely identifiable.
- Human user accounts must be linked to a single individual and must not be shared.
- Account lifecycle events must align with employment or contractual status.
- Organizational (departmental) roles must be defined and documented.
- Each system must define system roles that map directly to organizational roles.
- System roles must be defined or modified collaboratively by the system owner, department manager, Human Resources (where applicable), and the Information Security function.
- Segregation of duties must be enforced through role design.
- Default or built-in accounts (e.g. root, Administrator) must be disabled or restricted where technically feasible.</i>",5.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
5,Standard - Identity,"<i>- All identities must be uniquely identifiable.
- Human user accounts must be linked to a single individual and must not be shared.
- Account lifecycle events must align with employment or contractual status.
- Organizational (departmental) roles must be defined and documented.
- Each system must define system roles that map directly to organizational roles.
- System roles must be defined or modified collaboratively by the system owner, department manager, Human Resources (where applicable), and the Information Security function.
- Segregation of duties must be enforced through role design.
- Default or built-in accounts (e.g. root, Administrator) must be disabled or restricted where technically feasible.</i>",5.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Identity,"<i>- All identities must be uniquely identifiable.
- Human user accounts must be linked to a single individual and must not be shared.
- Account lifecycle events must align with employment or contractual status.
- Organizational (departmental) roles must be defined and documented.
- Each system must define system roles that map directly to organizational roles.
- System roles must be defined or modified collaboratively by the system owner, department manager, Human Resources (where applicable), and the Information Security function.
- Segregation of duties must be enforced through role design.
- Default or built-in accounts (e.g. root, Administrator) must be disabled or restricted where technically feasible.</i>",5.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Identity,"<i>- All identities must be uniquely identifiable.
- Human user accounts must be linked to a single individual and must not be shared.
- Account lifecycle events must align with employment or contractual status.
- Organizational (departmental) roles must be defined and documented.
- Each system must define system roles that map directly to organizational roles.
- System roles must be defined or modified collaboratively by the system owner, department manager, Human Resources (where applicable), and the Information Security function.
- Segregation of duties must be enforced through role design.
- Default or built-in accounts (e.g. root, Administrator) must be disabled or restricted where technically feasible.</i>",5.5,Does this requirement reflect your company current practice: Human user accounts must be linked to a single individual and must not be shared.,,2,Yes|No|Somewhat|Not applicable,,0,,,5.6 5.7|5.8|5.8|5.8,1
5,Standard - Identity,"<i>- All identities must be uniquely identifiable.
- Human user accounts must be linked to a single individual and must not be shared.
- Account lifecycle events must align with employment or contractual status.
- Organizational (departmental) roles must be defined and documented.
- Each system must define system roles that map directly to organizational roles.
- System roles must be defined or modified collaboratively by the system owner, department manager, Human Resources (where applicable), and the Information Security function.
- Segregation of duties must be enforced through role design.
- Default or built-in accounts (e.g. root, Administrator) must be disabled or restricted where technically feasible.</i>",5.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|Screenshots|System exports|Other,,0,,,,1
5,Standard - Identity,"<i>- All identities must be uniquely identifiable.
- Human user accounts must be linked to a single individual and must not be shared.
- Account lifecycle events must align with employment or contractual status.
- Organizational (departmental) roles must be defined and documented.
- Each system must define system roles that map directly to organizational roles.
- System roles must be defined or modified collaboratively by the system owner, department manager, Human Resources (where applicable), and the Information Security function.
- Segregation of duties must be enforced through role design.
- Default or built-in accounts (e.g. root, Administrator) must be disabled or restricted where technically feasible.</i>",5.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Identity,"<i>- All identities must be uniquely identifiable.
- Human user accounts must be linked to a single individual and must not be shared.
- Account lifecycle events must align with employment or contractual status.
- Organizational (departmental) roles must be defined and documented.
- Each system must define system roles that map directly to organizational roles.
- System roles must be defined or modified collaboratively by the system owner, department manager, Human Resources (where applicable), and the Information Security function.
- Segregation of duties must be enforced through role design.
- Default or built-in accounts (e.g. root, Administrator) must be disabled or restricted where technically feasible.</i>",5.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Identity,"<i>- All identities must be uniquely identifiable.
- Human user accounts must be linked to a single individual and must not be shared.
- Account lifecycle events must align with employment or contractual status.
- Organizational (departmental) roles must be defined and documented.
- Each system must define system roles that map directly to organizational roles.
- System roles must be defined or modified collaboratively by the system owner, department manager, Human Resources (where applicable), and the Information Security function.
- Segregation of duties must be enforced through role design.
- Default or built-in accounts (e.g. root, Administrator) must be disabled or restricted where technically feasible.</i>",5.9,Does this requirement reflect your company current practice: Account lifecycle events must align with employment or contractual status.,,2,Yes|No|Somewhat|Not applicable,,0,,,5.10 5.11|5.12|5.12|5.12,1
5,Standard - Identity,"<i>- All identities must be uniquely identifiable.
- Human user accounts must be linked to a single individual and must not be shared.
- Account lifecycle events must align with employment or contractual status.
- Organizational (departmental) roles must be defined and documented.
- Each system must define system roles that map directly to organizational roles.
- System roles must be defined or modified collaboratively by the system owner, department manager, Human Resources (where applicable), and the Information Security function.
- Segregation of duties must be enforced through role design.
- Default or built-in accounts (e.g. root, Administrator) must be disabled or restricted where technically feasible.</i>",5.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|SIEM reports|Log exports|Monitoring alerts|Other,,0,,,,1
5,Standard - Identity,"<i>- All identities must be uniquely identifiable.
- Human user accounts must be linked to a single individual and must not be shared.
- Account lifecycle events must align with employment or contractual status.
- Organizational (departmental) roles must be defined and documented.
- Each system must define system roles that map directly to organizational roles.
- System roles must be defined or modified collaboratively by the system owner, department manager, Human Resources (where applicable), and the Information Security function.
- Segregation of duties must be enforced through role design.
- Default or built-in accounts (e.g. root, Administrator) must be disabled or restricted where technically feasible.</i>",5.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Identity,"<i>- All identities must be uniquely identifiable.
- Human user accounts must be linked to a single individual and must not be shared.
- Account lifecycle events must align with employment or contractual status.
- Organizational (departmental) roles must be defined and documented.
- Each system must define system roles that map directly to organizational roles.
- System roles must be defined or modified collaboratively by the system owner, department manager, Human Resources (where applicable), and the Information Security function.
- Segregation of duties must be enforced through role design.
- Default or built-in accounts (e.g. root, Administrator) must be disabled or restricted where technically feasible.</i>",5.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Identity,"<i>- All identities must be uniquely identifiable.
- Human user accounts must be linked to a single individual and must not be shared.
- Account lifecycle events must align with employment or contractual status.
- Organizational (departmental) roles must be defined and documented.
- Each system must define system roles that map directly to organizational roles.
- System roles must be defined or modified collaboratively by the system owner, department manager, Human Resources (where applicable), and the Information Security function.
- Segregation of duties must be enforced through role design.
- Default or built-in accounts (e.g. root, Administrator) must be disabled or restricted where technically feasible.</i>",5.13,Does this requirement reflect your company current practice: Organizational (departmental) roles must be defined and documented.,,2,Yes|No|Somewhat|Not applicable,,0,,,5.14 5.15|5.16|5.16|5.16,1
5,Standard - Identity,"<i>- All identities must be uniquely identifiable.
- Human user accounts must be linked to a single individual and must not be shared.
- Account lifecycle events must align with employment or contractual status.
- Organizational (departmental) roles must be defined and documented.
- Each system must define system roles that map directly to organizational roles.
- System roles must be defined or modified collaboratively by the system owner, department manager, Human Resources (where applicable), and the Information Security function.
- Segregation of duties must be enforced through role design.
- Default or built-in accounts (e.g. root, Administrator) must be disabled or restricted where technically feasible.</i>",5.14,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
5,Standard - Identity,"<i>- All identities must be uniquely identifiable.
- Human user accounts must be linked to a single individual and must not be shared.
- Account lifecycle events must align with employment or contractual status.
- Organizational (departmental) roles must be defined and documented.
- Each system must define system roles that map directly to organizational roles.
- System roles must be defined or modified collaboratively by the system owner, department manager, Human Resources (where applicable), and the Information Security function.
- Segregation of duties must be enforced through role design.
- Default or built-in accounts (e.g. root, Administrator) must be disabled or restricted where technically feasible.</i>",5.15,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Identity,"<i>- All identities must be uniquely identifiable.
- Human user accounts must be linked to a single individual and must not be shared.
- Account lifecycle events must align with employment or contractual status.
- Organizational (departmental) roles must be defined and documented.
- Each system must define system roles that map directly to organizational roles.
- System roles must be defined or modified collaboratively by the system owner, department manager, Human Resources (where applicable), and the Information Security function.
- Segregation of duties must be enforced through role design.
- Default or built-in accounts (e.g. root, Administrator) must be disabled or restricted where technically feasible.</i>",5.16,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Identity,"<i>- All identities must be uniquely identifiable.
- Human user accounts must be linked to a single individual and must not be shared.
- Account lifecycle events must align with employment or contractual status.
- Organizational (departmental) roles must be defined and documented.
- Each system must define system roles that map directly to organizational roles.
- System roles must be defined or modified collaboratively by the system owner, department manager, Human Resources (where applicable), and the Information Security function.
- Segregation of duties must be enforced through role design.
- Default or built-in accounts (e.g. root, Administrator) must be disabled or restricted where technically feasible.</i>",5.17,Does this requirement reflect your company current practice: Each system must define system roles that map directly to organizational roles.,,2,Yes|No|Somewhat|Not applicable,,0,,,5.18 5.19|5.20|5.20|5.20,1
5,Standard - Identity,"<i>- All identities must be uniquely identifiable.
- Human user accounts must be linked to a single individual and must not be shared.
- Account lifecycle events must align with employment or contractual status.
- Organizational (departmental) roles must be defined and documented.
- Each system must define system roles that map directly to organizational roles.
- System roles must be defined or modified collaboratively by the system owner, department manager, Human Resources (where applicable), and the Information Security function.
- Segregation of duties must be enforced through role design.
- Default or built-in accounts (e.g. root, Administrator) must be disabled or restricted where technically feasible.</i>",5.18,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
5,Standard - Identity,"<i>- All identities must be uniquely identifiable.
- Human user accounts must be linked to a single individual and must not be shared.
- Account lifecycle events must align with employment or contractual status.
- Organizational (departmental) roles must be defined and documented.
- Each system must define system roles that map directly to organizational roles.
- System roles must be defined or modified collaboratively by the system owner, department manager, Human Resources (where applicable), and the Information Security function.
- Segregation of duties must be enforced through role design.
- Default or built-in accounts (e.g. root, Administrator) must be disabled or restricted where technically feasible.</i>",5.19,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Identity,"<i>- All identities must be uniquely identifiable.
- Human user accounts must be linked to a single individual and must not be shared.
- Account lifecycle events must align with employment or contractual status.
- Organizational (departmental) roles must be defined and documented.
- Each system must define system roles that map directly to organizational roles.
- System roles must be defined or modified collaboratively by the system owner, department manager, Human Resources (where applicable), and the Information Security function.
- Segregation of duties must be enforced through role design.
- Default or built-in accounts (e.g. root, Administrator) must be disabled or restricted where technically feasible.</i>",5.20,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Identity,"<i>- All identities must be uniquely identifiable.
- Human user accounts must be linked to a single individual and must not be shared.
- Account lifecycle events must align with employment or contractual status.
- Organizational (departmental) roles must be defined and documented.
- Each system must define system roles that map directly to organizational roles.
- System roles must be defined or modified collaboratively by the system owner, department manager, Human Resources (where applicable), and the Information Security function.
- Segregation of duties must be enforced through role design.
- Default or built-in accounts (e.g. root, Administrator) must be disabled or restricted where technically feasible.</i>",5.21,"Does this requirement reflect your company current practice: System roles must be defined or modified collaboratively by the system owner, department manager, Human Resources (where applicable), and the Information Security function.",,2,Yes|No|Somewhat|Not applicable,,0,,,5.22 5.23|5.24|5.24|5.24,1
5,Standard - Identity,"<i>- All identities must be uniquely identifiable.
- Human user accounts must be linked to a single individual and must not be shared.
- Account lifecycle events must align with employment or contractual status.
- Organizational (departmental) roles must be defined and documented.
- Each system must define system roles that map directly to organizational roles.
- System roles must be defined or modified collaboratively by the system owner, department manager, Human Resources (where applicable), and the Information Security function.
- Segregation of duties must be enforced through role design.
- Default or built-in accounts (e.g. root, Administrator) must be disabled or restricted where technically feasible.</i>",5.22,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
