"﻿""Chapter ID (Mandatory", for example 1, 2," Etc)""",Chapter Title (Mandatory),Chapter Description (Optional),"Question ID (Mandatory and Unique, for example: 1.1, 1.2, Etc)",Question Title (Mandatory),Question Description (Optional),"Answer Type (Mandatory, one of the following options: 1 for Open Answer, 2 for Dropdown - Single Select, 3 for Dropdown - Single Select - Open answer, 4 for Date, 5 for Dropdown - Multiple Select, 6 for Dropdown - Multiple Select - Open answer)","Dropdown Options (Mandatory if column G is Dropdown. List options for the dropdown separated by a pipe character, for example: Yes|No|Undefined)","DropDown Warnings (Optional, for every option on column H you can define a message, for example: Great|Oh|Think twice)","Dropdown Scoring (Mandatory, set this to 1 if you want to enable scoring for this question. Otherwise set to 0)","Dropdown Option Score (Mandatory if J is set to 1, set the score of the question as an integer positive number, for example 10)","Dropdown Option Score Multiplier (Mandatory if J is set to 1. For every option of the dropdown in column H define an integer positive number that will be multiplied by the value on column K, for example: 1|2|10)","Dropdown Option Show another Question (Optional and only possible if column G is dropdown.For every option in column H you can define one or more question IDs from column D to be shown when the option is selected. For example: 1.2 1.6||6.7 would display questions 1.2 and 1.6 if the first option is selected, none if the second is selected and 6.7 if the third option is selected)","Question Comments & Attachments (Mandatory, select 0 if you do not want to show this option or 1 if you want to let users provide comments and attachments for each question)"
3,Responsibilities,"<i>- Top Management: Defines organizational direction, approves the ISMS scope, policy, and objectives, and ensures alignment with business strategy.
- The Information Security function: Facilitates context analysis, maintains the ISMS scope, and supports the definition and monitoring of information security objectives, with the support of other department managers.
- Department Managers: Provide input on internal and external issues, interested parties, and objectives relevant to their areas.
- All Personnel: Comply with the Information Security Policy and support the achievement of information security objectives.

---</i>",3.8,"Who performs this responsibility? Please provide the role, team, or job title.",,1,,,0,,,,1
3,Responsibilities,"<i>- Top Management: Defines organizational direction, approves the ISMS scope, policy, and objectives, and ensures alignment with business strategy.
- The Information Security function: Facilitates context analysis, maintains the ISMS scope, and supports the definition and monitoring of information security objectives, with the support of other department managers.
- Department Managers: Provide input on internal and external issues, interested parties, and objectives relevant to their areas.
- All Personnel: Comply with the Information Security Policy and support the achievement of information security objectives.

---</i>",3.9,Are we missing any responsibility here that is performed in your company?,,1,,,0,,,,1
4,Policy Statements,"<i>- Internal and external issues relevant to information security shall be identified and reviewed.
- Interested parties and their information security requirements shall be determined.
- The scope of the ISMS shall be clearly defined, documented, and maintained.
- An Information Security Policy shall be established and maintained.
- Information security objectives shall be defined, monitored, and reviewed.
- The ISMS shall be continually improved.

---</i>",4.1,Does this policy statement apply to your company: Internal and external issues relevant to information security shall be identified and reviewed.,,2,Yes|No|Somewhat|Not applicable,,0,,,|4.2|4.2|4.2,1
4,Policy Statements,"<i>- Internal and external issues relevant to information security shall be identified and reviewed.
- Interested parties and their information security requirements shall be determined.
- The scope of the ISMS shall be clearly defined, documented, and maintained.
- An Information Security Policy shall be established and maintained.
- Information security objectives shall be defined, monitored, and reviewed.
- The ISMS shall be continually improved.

---</i>",4.2,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>- Internal and external issues relevant to information security shall be identified and reviewed.
- Interested parties and their information security requirements shall be determined.
- The scope of the ISMS shall be clearly defined, documented, and maintained.
- An Information Security Policy shall be established and maintained.
- Information security objectives shall be defined, monitored, and reviewed.
- The ISMS shall be continually improved.

---</i>",4.3,Does this policy statement apply to your company: Interested parties and their information security requirements shall be determined.,,2,Yes|No|Somewhat|Not applicable,,0,,,|4.4|4.4|4.4,1
4,Policy Statements,"<i>- Internal and external issues relevant to information security shall be identified and reviewed.
- Interested parties and their information security requirements shall be determined.
- The scope of the ISMS shall be clearly defined, documented, and maintained.
- An Information Security Policy shall be established and maintained.
- Information security objectives shall be defined, monitored, and reviewed.
- The ISMS shall be continually improved.

---</i>",4.4,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>- Internal and external issues relevant to information security shall be identified and reviewed.
- Interested parties and their information security requirements shall be determined.
- The scope of the ISMS shall be clearly defined, documented, and maintained.
- An Information Security Policy shall be established and maintained.
- Information security objectives shall be defined, monitored, and reviewed.
- The ISMS shall be continually improved.

---</i>",4.5,"Does this policy statement apply to your company: The scope of the ISMS shall be clearly defined, documented, and maintained.",,2,Yes|No|Somewhat|Not applicable,,0,,,|4.6|4.6|4.6,1
4,Policy Statements,"<i>- Internal and external issues relevant to information security shall be identified and reviewed.
- Interested parties and their information security requirements shall be determined.
- The scope of the ISMS shall be clearly defined, documented, and maintained.
- An Information Security Policy shall be established and maintained.
- Information security objectives shall be defined, monitored, and reviewed.
- The ISMS shall be continually improved.

---</i>",4.6,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>- Internal and external issues relevant to information security shall be identified and reviewed.
- Interested parties and their information security requirements shall be determined.
- The scope of the ISMS shall be clearly defined, documented, and maintained.
- An Information Security Policy shall be established and maintained.
- Information security objectives shall be defined, monitored, and reviewed.
- The ISMS shall be continually improved.

---</i>",4.7,Does this policy statement apply to your company: An Information Security Policy shall be established and maintained.,,2,Yes|No|Somewhat|Not applicable,,0,,,|4.8|4.8|4.8,1
4,Policy Statements,"<i>- Internal and external issues relevant to information security shall be identified and reviewed.
- Interested parties and their information security requirements shall be determined.
- The scope of the ISMS shall be clearly defined, documented, and maintained.
- An Information Security Policy shall be established and maintained.
- Information security objectives shall be defined, monitored, and reviewed.
- The ISMS shall be continually improved.

---</i>",4.8,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>- Internal and external issues relevant to information security shall be identified and reviewed.
- Interested parties and their information security requirements shall be determined.
- The scope of the ISMS shall be clearly defined, documented, and maintained.
- An Information Security Policy shall be established and maintained.
- Information security objectives shall be defined, monitored, and reviewed.
- The ISMS shall be continually improved.

---</i>",4.9,"Does this policy statement apply to your company: Information security objectives shall be defined, monitored, and reviewed.",,2,Yes|No|Somewhat|Not applicable,,0,,,|4.10|4.10|4.10,1
4,Policy Statements,"<i>- Internal and external issues relevant to information security shall be identified and reviewed.
- Interested parties and their information security requirements shall be determined.
- The scope of the ISMS shall be clearly defined, documented, and maintained.
- An Information Security Policy shall be established and maintained.
- Information security objectives shall be defined, monitored, and reviewed.
- The ISMS shall be continually improved.

---</i>",4.10,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>- Internal and external issues relevant to information security shall be identified and reviewed.
- Interested parties and their information security requirements shall be determined.
- The scope of the ISMS shall be clearly defined, documented, and maintained.
- An Information Security Policy shall be established and maintained.
- Information security objectives shall be defined, monitored, and reviewed.
- The ISMS shall be continually improved.

---</i>",4.11,Does this policy statement apply to your company: The ISMS shall be continually improved. ---,,2,Yes|No|Somewhat|Not applicable,,0,,,|4.12|4.12|4.12,1
4,Policy Statements,"<i>- Internal and external issues relevant to information security shall be identified and reviewed.
- Interested parties and their information security requirements shall be determined.
- The scope of the ISMS shall be clearly defined, documented, and maintained.
- An Information Security Policy shall be established and maintained.
- Information security objectives shall be defined, monitored, and reviewed.
- The ISMS shall be continually improved.

---</i>",4.12,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>- Internal and external issues relevant to information security shall be identified and reviewed.
- Interested parties and their information security requirements shall be determined.
- The scope of the ISMS shall be clearly defined, documented, and maintained.
- An Information Security Policy shall be established and maintained.
- Information security objectives shall be defined, monitored, and reviewed.
- The ISMS shall be continually improved.

---</i>",4.13,Are we missing any policy statement here that reflects something done in your company?,,1,,,0,,,,1
7,Standard - ISMS Scope,"<i>The Information Security Management System (ISMS) applies to Eramba Limited and covers the design, development, operation, hosting, and support of the Eramba software platform provided to customers as a Software-as-a-Service (SaaS) solution.

The scope includes:
- The Eramba GRC software application developed and maintained by Eramba Limited.
- Cloud infrastructure, platforms, and services used to host and operate the Eramba SaaS platform.
- Supporting systems and tools used for development, deployment, monitoring, support, and maintenance.
- Information assets processed, stored, or transmitted by the Eramba platform, including customer data.
- Business processes supporting the SaaS service, including product development, operations, customer support, sales, and internal administration.
- Employees and contractors who access or manage systems and information within scope.
- Interfaces and dependencies with third-party service providers supporting the delivery and operation of the Eramba SaaS platform.

The ISMS does not include customer-managed environments or systems not operated or controlled by Eramba Limited, except where explicitly defined through contractual or operational interfaces.

The ISMS scope is reviewed periodically and whenever significant organizational, technical, or regulatory changes occur.

---</i>",7.1,Does this requirement reflect your company current practice: The Eramba GRC software application developed and maintained by Eramba Limited.,,2,Yes|No|Somewhat|Not applicable,,0,,,7.2 7.3|7.4|7.4|7.4,1
7,Standard - ISMS Scope,"<i>The Information Security Management System (ISMS) applies to Eramba Limited and covers the design, development, operation, hosting, and support of the Eramba software platform provided to customers as a Software-as-a-Service (SaaS) solution.

The scope includes:
- The Eramba GRC software application developed and maintained by Eramba Limited.
- Cloud infrastructure, platforms, and services used to host and operate the Eramba SaaS platform.
- Supporting systems and tools used for development, deployment, monitoring, support, and maintenance.
- Information assets processed, stored, or transmitted by the Eramba platform, including customer data.
- Business processes supporting the SaaS service, including product development, operations, customer support, sales, and internal administration.
- Employees and contractors who access or manage systems and information within scope.
- Interfaces and dependencies with third-party service providers supporting the delivery and operation of the Eramba SaaS platform.

The ISMS does not include customer-managed environments or systems not operated or controlled by Eramba Limited, except where explicitly defined through contractual or operational interfaces.

The ISMS scope is reviewed periodically and whenever significant organizational, technical, or regulatory changes occur.

---</i>",7.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Asset inventory|MDM/endpoint management export|Software inventory|Return checklist|Service desk tickets|SDLC procedure|Code review records|Security test reports|Release approvals|Screenshots|Other,,0,,,,1
7,Standard - ISMS Scope,"<i>The Information Security Management System (ISMS) applies to Eramba Limited and covers the design, development, operation, hosting, and support of the Eramba software platform provided to customers as a Software-as-a-Service (SaaS) solution.

The scope includes:
- The Eramba GRC software application developed and maintained by Eramba Limited.
- Cloud infrastructure, platforms, and services used to host and operate the Eramba SaaS platform.
- Supporting systems and tools used for development, deployment, monitoring, support, and maintenance.
- Information assets processed, stored, or transmitted by the Eramba platform, including customer data.
- Business processes supporting the SaaS service, including product development, operations, customer support, sales, and internal administration.
- Employees and contractors who access or manage systems and information within scope.
- Interfaces and dependencies with third-party service providers supporting the delivery and operation of the Eramba SaaS platform.

The ISMS does not include customer-managed environments or systems not operated or controlled by Eramba Limited, except where explicitly defined through contractual or operational interfaces.

The ISMS scope is reviewed periodically and whenever significant organizational, technical, or regulatory changes occur.

---</i>",7.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - ISMS Scope,"<i>The Information Security Management System (ISMS) applies to Eramba Limited and covers the design, development, operation, hosting, and support of the Eramba software platform provided to customers as a Software-as-a-Service (SaaS) solution.

The scope includes:
- The Eramba GRC software application developed and maintained by Eramba Limited.
- Cloud infrastructure, platforms, and services used to host and operate the Eramba SaaS platform.
- Supporting systems and tools used for development, deployment, monitoring, support, and maintenance.
- Information assets processed, stored, or transmitted by the Eramba platform, including customer data.
- Business processes supporting the SaaS service, including product development, operations, customer support, sales, and internal administration.
- Employees and contractors who access or manage systems and information within scope.
- Interfaces and dependencies with third-party service providers supporting the delivery and operation of the Eramba SaaS platform.

The ISMS does not include customer-managed environments or systems not operated or controlled by Eramba Limited, except where explicitly defined through contractual or operational interfaces.

The ISMS scope is reviewed periodically and whenever significant organizational, technical, or regulatory changes occur.

---</i>",7.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - ISMS Scope,"<i>The Information Security Management System (ISMS) applies to Eramba Limited and covers the design, development, operation, hosting, and support of the Eramba software platform provided to customers as a Software-as-a-Service (SaaS) solution.

The scope includes:
- The Eramba GRC software application developed and maintained by Eramba Limited.
- Cloud infrastructure, platforms, and services used to host and operate the Eramba SaaS platform.
- Supporting systems and tools used for development, deployment, monitoring, support, and maintenance.
- Information assets processed, stored, or transmitted by the Eramba platform, including customer data.
- Business processes supporting the SaaS service, including product development, operations, customer support, sales, and internal administration.
- Employees and contractors who access or manage systems and information within scope.
- Interfaces and dependencies with third-party service providers supporting the delivery and operation of the Eramba SaaS platform.

The ISMS does not include customer-managed environments or systems not operated or controlled by Eramba Limited, except where explicitly defined through contractual or operational interfaces.

The ISMS scope is reviewed periodically and whenever significant organizational, technical, or regulatory changes occur.

---</i>",7.5,"Does this requirement reflect your company current practice: Cloud infrastructure, platforms, and services used to host and operate the Eramba SaaS platform.",,2,Yes|No|Somewhat|Not applicable,,0,,,7.6 7.7|7.8|7.8|7.8,1
7,Standard - ISMS Scope,"<i>The Information Security Management System (ISMS) applies to Eramba Limited and covers the design, development, operation, hosting, and support of the Eramba software platform provided to customers as a Software-as-a-Service (SaaS) solution.

The scope includes:
- The Eramba GRC software application developed and maintained by Eramba Limited.
- Cloud infrastructure, platforms, and services used to host and operate the Eramba SaaS platform.
- Supporting systems and tools used for development, deployment, monitoring, support, and maintenance.
- Information assets processed, stored, or transmitted by the Eramba platform, including customer data.
- Business processes supporting the SaaS service, including product development, operations, customer support, sales, and internal administration.
- Employees and contractors who access or manage systems and information within scope.
- Interfaces and dependencies with third-party service providers supporting the delivery and operation of the Eramba SaaS platform.

The ISMS does not include customer-managed environments or systems not operated or controlled by Eramba Limited, except where explicitly defined through contractual or operational interfaces.

The ISMS scope is reviewed periodically and whenever significant organizational, technical, or regulatory changes occur.

---</i>",7.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
7,Standard - ISMS Scope,"<i>The Information Security Management System (ISMS) applies to Eramba Limited and covers the design, development, operation, hosting, and support of the Eramba software platform provided to customers as a Software-as-a-Service (SaaS) solution.

The scope includes:
- The Eramba GRC software application developed and maintained by Eramba Limited.
- Cloud infrastructure, platforms, and services used to host and operate the Eramba SaaS platform.
- Supporting systems and tools used for development, deployment, monitoring, support, and maintenance.
- Information assets processed, stored, or transmitted by the Eramba platform, including customer data.
- Business processes supporting the SaaS service, including product development, operations, customer support, sales, and internal administration.
- Employees and contractors who access or manage systems and information within scope.
- Interfaces and dependencies with third-party service providers supporting the delivery and operation of the Eramba SaaS platform.

The ISMS does not include customer-managed environments or systems not operated or controlled by Eramba Limited, except where explicitly defined through contractual or operational interfaces.

The ISMS scope is reviewed periodically and whenever significant organizational, technical, or regulatory changes occur.

---</i>",7.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - ISMS Scope,"<i>The Information Security Management System (ISMS) applies to Eramba Limited and covers the design, development, operation, hosting, and support of the Eramba software platform provided to customers as a Software-as-a-Service (SaaS) solution.

The scope includes:
- The Eramba GRC software application developed and maintained by Eramba Limited.
- Cloud infrastructure, platforms, and services used to host and operate the Eramba SaaS platform.
- Supporting systems and tools used for development, deployment, monitoring, support, and maintenance.
- Information assets processed, stored, or transmitted by the Eramba platform, including customer data.
- Business processes supporting the SaaS service, including product development, operations, customer support, sales, and internal administration.
- Employees and contractors who access or manage systems and information within scope.
- Interfaces and dependencies with third-party service providers supporting the delivery and operation of the Eramba SaaS platform.

The ISMS does not include customer-managed environments or systems not operated or controlled by Eramba Limited, except where explicitly defined through contractual or operational interfaces.

The ISMS scope is reviewed periodically and whenever significant organizational, technical, or regulatory changes occur.

---</i>",7.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - ISMS Scope,"<i>The Information Security Management System (ISMS) applies to Eramba Limited and covers the design, development, operation, hosting, and support of the Eramba software platform provided to customers as a Software-as-a-Service (SaaS) solution.

The scope includes:
- The Eramba GRC software application developed and maintained by Eramba Limited.
- Cloud infrastructure, platforms, and services used to host and operate the Eramba SaaS platform.
- Supporting systems and tools used for development, deployment, monitoring, support, and maintenance.
- Information assets processed, stored, or transmitted by the Eramba platform, including customer data.
- Business processes supporting the SaaS service, including product development, operations, customer support, sales, and internal administration.
- Employees and contractors who access or manage systems and information within scope.
- Interfaces and dependencies with third-party service providers supporting the delivery and operation of the Eramba SaaS platform.

The ISMS does not include customer-managed environments or systems not operated or controlled by Eramba Limited, except where explicitly defined through contractual or operational interfaces.

The ISMS scope is reviewed periodically and whenever significant organizational, technical, or regulatory changes occur.

---</i>",7.9,"Does this requirement reflect your company current practice: Supporting systems and tools used for development, deployment, monitoring, support, and maintenance.",,2,Yes|No|Somewhat|Not applicable,,0,,,7.10 7.11|7.12|7.12|7.12,1
7,Standard - ISMS Scope,"<i>The Information Security Management System (ISMS) applies to Eramba Limited and covers the design, development, operation, hosting, and support of the Eramba software platform provided to customers as a Software-as-a-Service (SaaS) solution.

The scope includes:
- The Eramba GRC software application developed and maintained by Eramba Limited.
- Cloud infrastructure, platforms, and services used to host and operate the Eramba SaaS platform.
- Supporting systems and tools used for development, deployment, monitoring, support, and maintenance.
- Information assets processed, stored, or transmitted by the Eramba platform, including customer data.
- Business processes supporting the SaaS service, including product development, operations, customer support, sales, and internal administration.
- Employees and contractors who access or manage systems and information within scope.
- Interfaces and dependencies with third-party service providers supporting the delivery and operation of the Eramba SaaS platform.

The ISMS does not include customer-managed environments or systems not operated or controlled by Eramba Limited, except where explicitly defined through contractual or operational interfaces.

The ISMS scope is reviewed periodically and whenever significant organizational, technical, or regulatory changes occur.

---</i>",7.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|SIEM reports|Log exports|Monitoring alerts|Audit reports|Review meeting records|SDLC procedure|Code review records|Security test reports|Release approvals|Screenshots|Other,,0,,,,1
7,Standard - ISMS Scope,"<i>The Information Security Management System (ISMS) applies to Eramba Limited and covers the design, development, operation, hosting, and support of the Eramba software platform provided to customers as a Software-as-a-Service (SaaS) solution.

The scope includes:
- The Eramba GRC software application developed and maintained by Eramba Limited.
- Cloud infrastructure, platforms, and services used to host and operate the Eramba SaaS platform.
- Supporting systems and tools used for development, deployment, monitoring, support, and maintenance.
- Information assets processed, stored, or transmitted by the Eramba platform, including customer data.
- Business processes supporting the SaaS service, including product development, operations, customer support, sales, and internal administration.
- Employees and contractors who access or manage systems and information within scope.
- Interfaces and dependencies with third-party service providers supporting the delivery and operation of the Eramba SaaS platform.

The ISMS does not include customer-managed environments or systems not operated or controlled by Eramba Limited, except where explicitly defined through contractual or operational interfaces.

The ISMS scope is reviewed periodically and whenever significant organizational, technical, or regulatory changes occur.

---</i>",7.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - ISMS Scope,"<i>The Information Security Management System (ISMS) applies to Eramba Limited and covers the design, development, operation, hosting, and support of the Eramba software platform provided to customers as a Software-as-a-Service (SaaS) solution.

The scope includes:
- The Eramba GRC software application developed and maintained by Eramba Limited.
- Cloud infrastructure, platforms, and services used to host and operate the Eramba SaaS platform.
- Supporting systems and tools used for development, deployment, monitoring, support, and maintenance.
- Information assets processed, stored, or transmitted by the Eramba platform, including customer data.
- Business processes supporting the SaaS service, including product development, operations, customer support, sales, and internal administration.
- Employees and contractors who access or manage systems and information within scope.
- Interfaces and dependencies with third-party service providers supporting the delivery and operation of the Eramba SaaS platform.

The ISMS does not include customer-managed environments or systems not operated or controlled by Eramba Limited, except where explicitly defined through contractual or operational interfaces.

The ISMS scope is reviewed periodically and whenever significant organizational, technical, or regulatory changes occur.

---</i>",7.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - ISMS Scope,"<i>The Information Security Management System (ISMS) applies to Eramba Limited and covers the design, development, operation, hosting, and support of the Eramba software platform provided to customers as a Software-as-a-Service (SaaS) solution.

The scope includes:
- The Eramba GRC software application developed and maintained by Eramba Limited.
- Cloud infrastructure, platforms, and services used to host and operate the Eramba SaaS platform.
- Supporting systems and tools used for development, deployment, monitoring, support, and maintenance.
- Information assets processed, stored, or transmitted by the Eramba platform, including customer data.
- Business processes supporting the SaaS service, including product development, operations, customer support, sales, and internal administration.
- Employees and contractors who access or manage systems and information within scope.
- Interfaces and dependencies with third-party service providers supporting the delivery and operation of the Eramba SaaS platform.

The ISMS does not include customer-managed environments or systems not operated or controlled by Eramba Limited, except where explicitly defined through contractual or operational interfaces.

The ISMS scope is reviewed periodically and whenever significant organizational, technical, or regulatory changes occur.

---</i>",7.13,"Does this requirement reflect your company current practice: Information assets processed, stored, or transmitted by the Eramba platform, including customer data.",,2,Yes|No|Somewhat|Not applicable,,0,,,7.14 7.15|7.16|7.16|7.16,1
7,Standard - ISMS Scope,"<i>The Information Security Management System (ISMS) applies to Eramba Limited and covers the design, development, operation, hosting, and support of the Eramba software platform provided to customers as a Software-as-a-Service (SaaS) solution.

The scope includes:
- The Eramba GRC software application developed and maintained by Eramba Limited.
- Cloud infrastructure, platforms, and services used to host and operate the Eramba SaaS platform.
- Supporting systems and tools used for development, deployment, monitoring, support, and maintenance.
- Information assets processed, stored, or transmitted by the Eramba platform, including customer data.
- Business processes supporting the SaaS service, including product development, operations, customer support, sales, and internal administration.
- Employees and contractors who access or manage systems and information within scope.
- Interfaces and dependencies with third-party service providers supporting the delivery and operation of the Eramba SaaS platform.

The ISMS does not include customer-managed environments or systems not operated or controlled by Eramba Limited, except where explicitly defined through contractual or operational interfaces.

The ISMS scope is reviewed periodically and whenever significant organizational, technical, or regulatory changes occur.

---</i>",7.14,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Asset inventory|MDM/endpoint management export|Software inventory|Return checklist|Service desk tickets|Screenshots|System exports|Other,,0,,,,1
