"Chapter ID (Mandatory, for example 1, 2, Etc)",Chapter Title (Mandatory),Chapter Description (Optional),"Question ID (Mandatory and Unique, for example: 1.1, 1.2, Etc)",Question Title (Mandatory),Question Description (Optional),"Answer Type (Mandatory, one of the following options: 1 for Open Answer, 2 for Dropdown - Single Select, 3 for Dropdown - Single Select - Open answer, 4 for Date, 5 for Dropdown - Multiple Select, 6 for Dropdown - Multiple Select - Open answer)","Dropdown Options (Mandatory if column G is Dropdown. List options for the dropdown separated by a pipe character, for example: Yes|No|Undefined)","DropDown Warnings (Optional, for every option on column H you can define a message, for example: Great|Oh|Think twice)","Dropdown Scoring (Mandatory, set this to 1 if you want to enable scoring for this question. Otherwise set to 0)","Dropdown Option Score (Mandatory if J is set to 1, set the score of the question as an integer positive number, for example 10)","Dropdown Option Score Multiplier (Mandatory if J is set to 1. For every option of the dropdown in column H define an integer positive number that will be multiplied by the value on column K, for example: 1|2|10)","Dropdown Option Show another Question (Optional and only possible if column G is dropdown.For every option in column H you can define one or more question IDs from column D to be shown when the option is selected. For example: 1.2 1.6||6.7 would display questions 1.2 and 1.6 if the first option is selected, none if the second is selected and 6.7 if the third option is selected)","Question Comments & Attachments (Mandatory, select 0 if you do not want to show this option or 1 if you want to let users provide comments and attachments for each question)"
4,Policy Statements,"<i>- Information security roles and responsibilities must be clearly defined and communicated.
- Responsibilities must align with the Information Security Policy and all topic-specific policies.
- Accountability for information security responsibilities cannot be delegated, even if tasks are assigned to others.
- Individuals performing information security roles must be competent to perform their duties.
- The organization must provide sufficient resources to support information security roles and activities.

---</i>",4.5,"Does this policy statement apply to your company: Accountability for information security responsibilities cannot be delegated, even if tasks are assigned to others.",,2,Yes|No|Somewhat|Not applicable,,0,,,|4.6|4.6|4.6,1
4,Policy Statements,"<i>- Information security roles and responsibilities must be clearly defined and communicated.
- Responsibilities must align with the Information Security Policy and all topic-specific policies.
- Accountability for information security responsibilities cannot be delegated, even if tasks are assigned to others.
- Individuals performing information security roles must be competent to perform their duties.
- The organization must provide sufficient resources to support information security roles and activities.

---</i>",4.6,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>- Information security roles and responsibilities must be clearly defined and communicated.
- Responsibilities must align with the Information Security Policy and all topic-specific policies.
- Accountability for information security responsibilities cannot be delegated, even if tasks are assigned to others.
- Individuals performing information security roles must be competent to perform their duties.
- The organization must provide sufficient resources to support information security roles and activities.

---</i>",4.7,Does this policy statement apply to your company: Individuals performing information security roles must be competent to perform their duties.,,2,Yes|No|Somewhat|Not applicable,,0,,,|4.8|4.8|4.8,1
4,Policy Statements,"<i>- Information security roles and responsibilities must be clearly defined and communicated.
- Responsibilities must align with the Information Security Policy and all topic-specific policies.
- Accountability for information security responsibilities cannot be delegated, even if tasks are assigned to others.
- Individuals performing information security roles must be competent to perform their duties.
- The organization must provide sufficient resources to support information security roles and activities.

---</i>",4.8,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>- Information security roles and responsibilities must be clearly defined and communicated.
- Responsibilities must align with the Information Security Policy and all topic-specific policies.
- Accountability for information security responsibilities cannot be delegated, even if tasks are assigned to others.
- Individuals performing information security roles must be competent to perform their duties.
- The organization must provide sufficient resources to support information security roles and activities.

---</i>",4.9,Does this policy statement apply to your company: The organization must provide sufficient resources to support information security roles and activities. ---,,2,Yes|No|Somewhat|Not applicable,,0,,,|4.10|4.10|4.10,1
4,Policy Statements,"<i>- Information security roles and responsibilities must be clearly defined and communicated.
- Responsibilities must align with the Information Security Policy and all topic-specific policies.
- Accountability for information security responsibilities cannot be delegated, even if tasks are assigned to others.
- Individuals performing information security roles must be competent to perform their duties.
- The organization must provide sufficient resources to support information security roles and activities.

---</i>",4.10,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>- Information security roles and responsibilities must be clearly defined and communicated.
- Responsibilities must align with the Information Security Policy and all topic-specific policies.
- Accountability for information security responsibilities cannot be delegated, even if tasks are assigned to others.
- Individuals performing information security roles must be competent to perform their duties.
- The organization must provide sufficient resources to support information security roles and activities.

---</i>",4.11,Are we missing any policy statement here that reflects something done in your company?,,1,,,0,,,,1
5,Standard - Definition and Allocation of Information Security Roles,"<i>The following roles are defined within the ISMS and apply where relevant to the organization:

- Chief Information Security Officer (CISO): Provides overall direction for information security, approves ISMS strategy, and ensures alignment with business objectives.

- Information Security Manager: Operates and maintains the ISMS, coordinates risk management, monitoring, and audit activities, and ensures policies and controls are implemented.

- Security Officer: Supports day-to-day security operations and assists with incident, vulnerability, and control monitoring activities.

- Data Protection Officer (DPO): Oversees compliance with data protection and privacy requirements and acts as the contact point for personal data protection matters.

- Internal Audit Department: Independently evaluates the effectiveness of information security controls, policies, and processes and reports findings to management.

- Employees: Protect organizational information, comply with information security policies, and report security incidents or weaknesses.

- Contractors: Comply with information security requirements applicable to their engagement and protect organizational information accessed during their work.

---</i>",5.1,"Does this requirement reflect your company current practice: Chief Information Security Officer (CISO): Provides overall direction for information security, approves ISMS strategy, and ensures alignment with business objectives.",,2,Yes|No|Somewhat|Not applicable,,0,,,5.2 5.3|5.4|5.4|5.4,1
5,Standard - Definition and Allocation of Information Security Roles,"<i>The following roles are defined within the ISMS and apply where relevant to the organization:

- Chief Information Security Officer (CISO): Provides overall direction for information security, approves ISMS strategy, and ensures alignment with business objectives.

- Information Security Manager: Operates and maintains the ISMS, coordinates risk management, monitoring, and audit activities, and ensures policies and controls are implemented.

- Security Officer: Supports day-to-day security operations and assists with incident, vulnerability, and control monitoring activities.

- Data Protection Officer (DPO): Oversees compliance with data protection and privacy requirements and acts as the contact point for personal data protection matters.

- Internal Audit Department: Independently evaluates the effectiveness of information security controls, policies, and processes and reports findings to management.

- Employees: Protect organizational information, comply with information security policies, and report security incidents or weaknesses.

- Contractors: Comply with information security requirements applicable to their engagement and protect organizational information accessed during their work.

---</i>",5.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
5,Standard - Definition and Allocation of Information Security Roles,"<i>The following roles are defined within the ISMS and apply where relevant to the organization:

- Chief Information Security Officer (CISO): Provides overall direction for information security, approves ISMS strategy, and ensures alignment with business objectives.

- Information Security Manager: Operates and maintains the ISMS, coordinates risk management, monitoring, and audit activities, and ensures policies and controls are implemented.

- Security Officer: Supports day-to-day security operations and assists with incident, vulnerability, and control monitoring activities.

- Data Protection Officer (DPO): Oversees compliance with data protection and privacy requirements and acts as the contact point for personal data protection matters.

- Internal Audit Department: Independently evaluates the effectiveness of information security controls, policies, and processes and reports findings to management.

- Employees: Protect organizational information, comply with information security policies, and report security incidents or weaknesses.

- Contractors: Comply with information security requirements applicable to their engagement and protect organizational information accessed during their work.

---</i>",5.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Definition and Allocation of Information Security Roles,"<i>The following roles are defined within the ISMS and apply where relevant to the organization:

- Chief Information Security Officer (CISO): Provides overall direction for information security, approves ISMS strategy, and ensures alignment with business objectives.

- Information Security Manager: Operates and maintains the ISMS, coordinates risk management, monitoring, and audit activities, and ensures policies and controls are implemented.

- Security Officer: Supports day-to-day security operations and assists with incident, vulnerability, and control monitoring activities.

- Data Protection Officer (DPO): Oversees compliance with data protection and privacy requirements and acts as the contact point for personal data protection matters.

- Internal Audit Department: Independently evaluates the effectiveness of information security controls, policies, and processes and reports findings to management.

- Employees: Protect organizational information, comply with information security policies, and report security incidents or weaknesses.

- Contractors: Comply with information security requirements applicable to their engagement and protect organizational information accessed during their work.

---</i>",5.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Definition and Allocation of Information Security Roles,"<i>The following roles are defined within the ISMS and apply where relevant to the organization:

- Chief Information Security Officer (CISO): Provides overall direction for information security, approves ISMS strategy, and ensures alignment with business objectives.

- Information Security Manager: Operates and maintains the ISMS, coordinates risk management, monitoring, and audit activities, and ensures policies and controls are implemented.

- Security Officer: Supports day-to-day security operations and assists with incident, vulnerability, and control monitoring activities.

- Data Protection Officer (DPO): Oversees compliance with data protection and privacy requirements and acts as the contact point for personal data protection matters.

- Internal Audit Department: Independently evaluates the effectiveness of information security controls, policies, and processes and reports findings to management.

- Employees: Protect organizational information, comply with information security policies, and report security incidents or weaknesses.

- Contractors: Comply with information security requirements applicable to their engagement and protect organizational information accessed during their work.

---</i>",5.5,"Does this requirement reflect your company current practice: Information Security Manager: Operates and maintains the ISMS, coordinates risk management, monitoring, and audit activities, and ensures policies and controls are implemented.",,2,Yes|No|Somewhat|Not applicable,,0,,,5.6 5.7|5.8|5.8|5.8,1
5,Standard - Definition and Allocation of Information Security Roles,"<i>The following roles are defined within the ISMS and apply where relevant to the organization:

- Chief Information Security Officer (CISO): Provides overall direction for information security, approves ISMS strategy, and ensures alignment with business objectives.

- Information Security Manager: Operates and maintains the ISMS, coordinates risk management, monitoring, and audit activities, and ensures policies and controls are implemented.

- Security Officer: Supports day-to-day security operations and assists with incident, vulnerability, and control monitoring activities.

- Data Protection Officer (DPO): Oversees compliance with data protection and privacy requirements and acts as the contact point for personal data protection matters.

- Internal Audit Department: Independently evaluates the effectiveness of information security controls, policies, and processes and reports findings to management.

- Employees: Protect organizational information, comply with information security policies, and report security incidents or weaknesses.

- Contractors: Comply with information security requirements applicable to their engagement and protect organizational information accessed during their work.

---</i>",5.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|SIEM reports|Log exports|Monitoring alerts|Audit reports|Review meeting records|Risk register|Risk assessment report|Treatment plan|Management approval records|Screenshots|Other,,0,,,,1
5,Standard - Definition and Allocation of Information Security Roles,"<i>The following roles are defined within the ISMS and apply where relevant to the organization:

- Chief Information Security Officer (CISO): Provides overall direction for information security, approves ISMS strategy, and ensures alignment with business objectives.

- Information Security Manager: Operates and maintains the ISMS, coordinates risk management, monitoring, and audit activities, and ensures policies and controls are implemented.

- Security Officer: Supports day-to-day security operations and assists with incident, vulnerability, and control monitoring activities.

- Data Protection Officer (DPO): Oversees compliance with data protection and privacy requirements and acts as the contact point for personal data protection matters.

- Internal Audit Department: Independently evaluates the effectiveness of information security controls, policies, and processes and reports findings to management.

- Employees: Protect organizational information, comply with information security policies, and report security incidents or weaknesses.

- Contractors: Comply with information security requirements applicable to their engagement and protect organizational information accessed during their work.

---</i>",5.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Definition and Allocation of Information Security Roles,"<i>The following roles are defined within the ISMS and apply where relevant to the organization:

- Chief Information Security Officer (CISO): Provides overall direction for information security, approves ISMS strategy, and ensures alignment with business objectives.

- Information Security Manager: Operates and maintains the ISMS, coordinates risk management, monitoring, and audit activities, and ensures policies and controls are implemented.

- Security Officer: Supports day-to-day security operations and assists with incident, vulnerability, and control monitoring activities.

- Data Protection Officer (DPO): Oversees compliance with data protection and privacy requirements and acts as the contact point for personal data protection matters.

- Internal Audit Department: Independently evaluates the effectiveness of information security controls, policies, and processes and reports findings to management.

- Employees: Protect organizational information, comply with information security policies, and report security incidents or weaknesses.

- Contractors: Comply with information security requirements applicable to their engagement and protect organizational information accessed during their work.

---</i>",5.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Definition and Allocation of Information Security Roles,"<i>The following roles are defined within the ISMS and apply where relevant to the organization:

- Chief Information Security Officer (CISO): Provides overall direction for information security, approves ISMS strategy, and ensures alignment with business objectives.

- Information Security Manager: Operates and maintains the ISMS, coordinates risk management, monitoring, and audit activities, and ensures policies and controls are implemented.

- Security Officer: Supports day-to-day security operations and assists with incident, vulnerability, and control monitoring activities.

- Data Protection Officer (DPO): Oversees compliance with data protection and privacy requirements and acts as the contact point for personal data protection matters.

- Internal Audit Department: Independently evaluates the effectiveness of information security controls, policies, and processes and reports findings to management.

- Employees: Protect organizational information, comply with information security policies, and report security incidents or weaknesses.

- Contractors: Comply with information security requirements applicable to their engagement and protect organizational information accessed during their work.

---</i>",5.9,"Does this requirement reflect your company current practice: Security Officer: Supports day-to-day security operations and assists with incident, vulnerability, and control monitoring activities.",,2,Yes|No|Somewhat|Not applicable,,0,,,5.10 5.11|5.12|5.12|5.12,1
5,Standard - Definition and Allocation of Information Security Roles,"<i>The following roles are defined within the ISMS and apply where relevant to the organization:

- Chief Information Security Officer (CISO): Provides overall direction for information security, approves ISMS strategy, and ensures alignment with business objectives.

- Information Security Manager: Operates and maintains the ISMS, coordinates risk management, monitoring, and audit activities, and ensures policies and controls are implemented.

- Security Officer: Supports day-to-day security operations and assists with incident, vulnerability, and control monitoring activities.

- Data Protection Officer (DPO): Oversees compliance with data protection and privacy requirements and acts as the contact point for personal data protection matters.

- Internal Audit Department: Independently evaluates the effectiveness of information security controls, policies, and processes and reports findings to management.

- Employees: Protect organizational information, comply with information security policies, and report security incidents or weaknesses.

- Contractors: Comply with information security requirements applicable to their engagement and protect organizational information accessed during their work.

---</i>",5.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|SIEM reports|Log exports|Monitoring alerts|Audit reports|Review meeting records|Incident tickets|Incident register|Post-incident review|Notification records|Vulnerability scan report|Other,,0,,,,1
5,Standard - Definition and Allocation of Information Security Roles,"<i>The following roles are defined within the ISMS and apply where relevant to the organization:

- Chief Information Security Officer (CISO): Provides overall direction for information security, approves ISMS strategy, and ensures alignment with business objectives.

- Information Security Manager: Operates and maintains the ISMS, coordinates risk management, monitoring, and audit activities, and ensures policies and controls are implemented.

- Security Officer: Supports day-to-day security operations and assists with incident, vulnerability, and control monitoring activities.

- Data Protection Officer (DPO): Oversees compliance with data protection and privacy requirements and acts as the contact point for personal data protection matters.

- Internal Audit Department: Independently evaluates the effectiveness of information security controls, policies, and processes and reports findings to management.

- Employees: Protect organizational information, comply with information security policies, and report security incidents or weaknesses.

- Contractors: Comply with information security requirements applicable to their engagement and protect organizational information accessed during their work.

---</i>",5.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Definition and Allocation of Information Security Roles,"<i>The following roles are defined within the ISMS and apply where relevant to the organization:

- Chief Information Security Officer (CISO): Provides overall direction for information security, approves ISMS strategy, and ensures alignment with business objectives.

- Information Security Manager: Operates and maintains the ISMS, coordinates risk management, monitoring, and audit activities, and ensures policies and controls are implemented.

- Security Officer: Supports day-to-day security operations and assists with incident, vulnerability, and control monitoring activities.

- Data Protection Officer (DPO): Oversees compliance with data protection and privacy requirements and acts as the contact point for personal data protection matters.

- Internal Audit Department: Independently evaluates the effectiveness of information security controls, policies, and processes and reports findings to management.

- Employees: Protect organizational information, comply with information security policies, and report security incidents or weaknesses.

- Contractors: Comply with information security requirements applicable to their engagement and protect organizational information accessed during their work.

---</i>",5.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Definition and Allocation of Information Security Roles,"<i>The following roles are defined within the ISMS and apply where relevant to the organization:

- Chief Information Security Officer (CISO): Provides overall direction for information security, approves ISMS strategy, and ensures alignment with business objectives.

- Information Security Manager: Operates and maintains the ISMS, coordinates risk management, monitoring, and audit activities, and ensures policies and controls are implemented.

- Security Officer: Supports day-to-day security operations and assists with incident, vulnerability, and control monitoring activities.

- Data Protection Officer (DPO): Oversees compliance with data protection and privacy requirements and acts as the contact point for personal data protection matters.

- Internal Audit Department: Independently evaluates the effectiveness of information security controls, policies, and processes and reports findings to management.

- Employees: Protect organizational information, comply with information security policies, and report security incidents or weaknesses.

- Contractors: Comply with information security requirements applicable to their engagement and protect organizational information accessed during their work.

---</i>",5.13,Does this requirement reflect your company current practice: Data Protection Officer (DPO): Oversees compliance with data protection and privacy requirements and acts as the contact point for personal data protection matters.,,2,Yes|No|Somewhat|Not applicable,,0,,,5.14 5.15|5.16|5.16|5.16,1
5,Standard - Definition and Allocation of Information Security Roles,"<i>The following roles are defined within the ISMS and apply where relevant to the organization:

- Chief Information Security Officer (CISO): Provides overall direction for information security, approves ISMS strategy, and ensures alignment with business objectives.

- Information Security Manager: Operates and maintains the ISMS, coordinates risk management, monitoring, and audit activities, and ensures policies and controls are implemented.

- Security Officer: Supports day-to-day security operations and assists with incident, vulnerability, and control monitoring activities.

- Data Protection Officer (DPO): Oversees compliance with data protection and privacy requirements and acts as the contact point for personal data protection matters.

- Internal Audit Department: Independently evaluates the effectiveness of information security controls, policies, and processes and reports findings to management.

- Employees: Protect organizational information, comply with information security policies, and report security incidents or weaknesses.

- Contractors: Comply with information security requirements applicable to their engagement and protect organizational information accessed during their work.

---</i>",5.14,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
5,Standard - Definition and Allocation of Information Security Roles,"<i>The following roles are defined within the ISMS and apply where relevant to the organization:

- Chief Information Security Officer (CISO): Provides overall direction for information security, approves ISMS strategy, and ensures alignment with business objectives.

- Information Security Manager: Operates and maintains the ISMS, coordinates risk management, monitoring, and audit activities, and ensures policies and controls are implemented.

- Security Officer: Supports day-to-day security operations and assists with incident, vulnerability, and control monitoring activities.

- Data Protection Officer (DPO): Oversees compliance with data protection and privacy requirements and acts as the contact point for personal data protection matters.

- Internal Audit Department: Independently evaluates the effectiveness of information security controls, policies, and processes and reports findings to management.

- Employees: Protect organizational information, comply with information security policies, and report security incidents or weaknesses.

- Contractors: Comply with information security requirements applicable to their engagement and protect organizational information accessed during their work.

---</i>",5.15,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Definition and Allocation of Information Security Roles,"<i>The following roles are defined within the ISMS and apply where relevant to the organization:

- Chief Information Security Officer (CISO): Provides overall direction for information security, approves ISMS strategy, and ensures alignment with business objectives.

- Information Security Manager: Operates and maintains the ISMS, coordinates risk management, monitoring, and audit activities, and ensures policies and controls are implemented.

- Security Officer: Supports day-to-day security operations and assists with incident, vulnerability, and control monitoring activities.

- Data Protection Officer (DPO): Oversees compliance with data protection and privacy requirements and acts as the contact point for personal data protection matters.

- Internal Audit Department: Independently evaluates the effectiveness of information security controls, policies, and processes and reports findings to management.

- Employees: Protect organizational information, comply with information security policies, and report security incidents or weaknesses.

- Contractors: Comply with information security requirements applicable to their engagement and protect organizational information accessed during their work.

---</i>",5.16,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Definition and Allocation of Information Security Roles,"<i>The following roles are defined within the ISMS and apply where relevant to the organization:

- Chief Information Security Officer (CISO): Provides overall direction for information security, approves ISMS strategy, and ensures alignment with business objectives.

- Information Security Manager: Operates and maintains the ISMS, coordinates risk management, monitoring, and audit activities, and ensures policies and controls are implemented.

- Security Officer: Supports day-to-day security operations and assists with incident, vulnerability, and control monitoring activities.

- Data Protection Officer (DPO): Oversees compliance with data protection and privacy requirements and acts as the contact point for personal data protection matters.

- Internal Audit Department: Independently evaluates the effectiveness of information security controls, policies, and processes and reports findings to management.

- Employees: Protect organizational information, comply with information security policies, and report security incidents or weaknesses.

- Contractors: Comply with information security requirements applicable to their engagement and protect organizational information accessed during their work.

---</i>",5.17,"Does this requirement reflect your company current practice: Internal Audit Department: Independently evaluates the effectiveness of information security controls, policies, and processes and reports findings to management.",,2,Yes|No|Somewhat|Not applicable,,0,,,5.18 5.19|5.20|5.20|5.20,1
