"Chapter ID (Mandatory, for example 1, 2, Etc)",Chapter Title (Mandatory),Chapter Description (Optional),"Question ID (Mandatory and Unique, for example: 1.1, 1.2, Etc)",Question Title (Mandatory),Question Description (Optional),"Answer Type (Mandatory, one of the following options: 1 for Open Answer, 2 for Dropdown - Single Select, 3 for Dropdown - Single Select - Open answer, 4 for Date, 5 for Dropdown - Multiple Select, 6 for Dropdown - Multiple Select - Open answer)","Dropdown Options (Mandatory if column G is Dropdown. List options for the dropdown separated by a pipe character, for example: Yes|No|Undefined)","DropDown Warnings (Optional, for every option on column H you can define a message, for example: Great|Oh|Think twice)","Dropdown Scoring (Mandatory, set this to 1 if you want to enable scoring for this question. Otherwise set to 0)","Dropdown Option Score (Mandatory if J is set to 1, set the score of the question as an integer positive number, for example 10)","Dropdown Option Score Multiplier (Mandatory if J is set to 1. For every option of the dropdown in column H define an integer positive number that will be multiplied by the value on column K, for example: 1|2|10)","Dropdown Option Show another Question (Optional and only possible if column G is dropdown.For every option in column H you can define one or more question IDs from column D to be shown when the option is selected. For example: 1.2 1.6||6.7 would display questions 1.2 and 1.6 if the first option is selected, none if the second is selected and 6.7 if the third option is selected)","Question Comments & Attachments (Mandatory, select 0 if you do not want to show this option or 1 if you want to let users provide comments and attachments for each question)"
5,Standard - Monitoring and Measurement,"<i>- Information security performance must be monitored using defined metrics mapped to:
  - Controls
  - Risks
  - Policies
  - Key ISMS processes
- Monitoring activities must be repeatable and produce comparable results over time.
- Monitoring results must be documented and retained as evidence.
- Monitoring outcomes must be reviewed by the Information Security function, with the support of other department managers.

---</i>",5.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
5,Standard - Monitoring and Measurement,"<i>- Information security performance must be monitored using defined metrics mapped to:
  - Controls
  - Risks
  - Policies
  - Key ISMS processes
- Monitoring activities must be repeatable and produce comparable results over time.
- Monitoring results must be documented and retained as evidence.
- Monitoring outcomes must be reviewed by the Information Security function, with the support of other department managers.

---</i>",5.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Monitoring and Measurement,"<i>- Information security performance must be monitored using defined metrics mapped to:
  - Controls
  - Risks
  - Policies
  - Key ISMS processes
- Monitoring activities must be repeatable and produce comparable results over time.
- Monitoring results must be documented and retained as evidence.
- Monitoring outcomes must be reviewed by the Information Security function, with the support of other department managers.

---</i>",5.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Monitoring and Measurement,"<i>- Information security performance must be monitored using defined metrics mapped to:
  - Controls
  - Risks
  - Policies
  - Key ISMS processes
- Monitoring activities must be repeatable and produce comparable results over time.
- Monitoring results must be documented and retained as evidence.
- Monitoring outcomes must be reviewed by the Information Security function, with the support of other department managers.

---</i>",5.9,Does this requirement reflect your company current practice: Risks,,2,Yes|No|Somewhat|Not applicable,,0,,,5.10 5.11|5.12|5.12|5.12,1
5,Standard - Monitoring and Measurement,"<i>- Information security performance must be monitored using defined metrics mapped to:
  - Controls
  - Risks
  - Policies
  - Key ISMS processes
- Monitoring activities must be repeatable and produce comparable results over time.
- Monitoring results must be documented and retained as evidence.
- Monitoring outcomes must be reviewed by the Information Security function, with the support of other department managers.

---</i>",5.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Risk register|Risk assessment report|Treatment plan|Management approval records|Screenshots|System exports|Other,,0,,,,1
5,Standard - Monitoring and Measurement,"<i>- Information security performance must be monitored using defined metrics mapped to:
  - Controls
  - Risks
  - Policies
  - Key ISMS processes
- Monitoring activities must be repeatable and produce comparable results over time.
- Monitoring results must be documented and retained as evidence.
- Monitoring outcomes must be reviewed by the Information Security function, with the support of other department managers.

---</i>",5.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Monitoring and Measurement,"<i>- Information security performance must be monitored using defined metrics mapped to:
  - Controls
  - Risks
  - Policies
  - Key ISMS processes
- Monitoring activities must be repeatable and produce comparable results over time.
- Monitoring results must be documented and retained as evidence.
- Monitoring outcomes must be reviewed by the Information Security function, with the support of other department managers.

---</i>",5.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Monitoring and Measurement,"<i>- Information security performance must be monitored using defined metrics mapped to:
  - Controls
  - Risks
  - Policies
  - Key ISMS processes
- Monitoring activities must be repeatable and produce comparable results over time.
- Monitoring results must be documented and retained as evidence.
- Monitoring outcomes must be reviewed by the Information Security function, with the support of other department managers.

---</i>",5.13,Does this requirement reflect your company current practice: Policies,,2,Yes|No|Somewhat|Not applicable,,0,,,5.14 5.15|5.16|5.16|5.16,1
5,Standard - Monitoring and Measurement,"<i>- Information security performance must be monitored using defined metrics mapped to:
  - Controls
  - Risks
  - Policies
  - Key ISMS processes
- Monitoring activities must be repeatable and produce comparable results over time.
- Monitoring results must be documented and retained as evidence.
- Monitoring outcomes must be reviewed by the Information Security function, with the support of other department managers.

---</i>",5.14,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
5,Standard - Monitoring and Measurement,"<i>- Information security performance must be monitored using defined metrics mapped to:
  - Controls
  - Risks
  - Policies
  - Key ISMS processes
- Monitoring activities must be repeatable and produce comparable results over time.
- Monitoring results must be documented and retained as evidence.
- Monitoring outcomes must be reviewed by the Information Security function, with the support of other department managers.

---</i>",5.15,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Monitoring and Measurement,"<i>- Information security performance must be monitored using defined metrics mapped to:
  - Controls
  - Risks
  - Policies
  - Key ISMS processes
- Monitoring activities must be repeatable and produce comparable results over time.
- Monitoring results must be documented and retained as evidence.
- Monitoring outcomes must be reviewed by the Information Security function, with the support of other department managers.

---</i>",5.16,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Monitoring and Measurement,"<i>- Information security performance must be monitored using defined metrics mapped to:
  - Controls
  - Risks
  - Policies
  - Key ISMS processes
- Monitoring activities must be repeatable and produce comparable results over time.
- Monitoring results must be documented and retained as evidence.
- Monitoring outcomes must be reviewed by the Information Security function, with the support of other department managers.

---</i>",5.17,Does this requirement reflect your company current practice: Key ISMS processes,,2,Yes|No|Somewhat|Not applicable,,0,,,5.18 5.19|5.20|5.20|5.20,1
5,Standard - Monitoring and Measurement,"<i>- Information security performance must be monitored using defined metrics mapped to:
  - Controls
  - Risks
  - Policies
  - Key ISMS processes
- Monitoring activities must be repeatable and produce comparable results over time.
- Monitoring results must be documented and retained as evidence.
- Monitoring outcomes must be reviewed by the Information Security function, with the support of other department managers.

---</i>",5.18,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Encryption configuration|Key management records|Certificate inventory|Secret management export|Screenshots|System exports|Other,,0,,,,1
5,Standard - Monitoring and Measurement,"<i>- Information security performance must be monitored using defined metrics mapped to:
  - Controls
  - Risks
  - Policies
  - Key ISMS processes
- Monitoring activities must be repeatable and produce comparable results over time.
- Monitoring results must be documented and retained as evidence.
- Monitoring outcomes must be reviewed by the Information Security function, with the support of other department managers.

---</i>",5.19,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Monitoring and Measurement,"<i>- Information security performance must be monitored using defined metrics mapped to:
  - Controls
  - Risks
  - Policies
  - Key ISMS processes
- Monitoring activities must be repeatable and produce comparable results over time.
- Monitoring results must be documented and retained as evidence.
- Monitoring outcomes must be reviewed by the Information Security function, with the support of other department managers.

---</i>",5.20,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Monitoring and Measurement,"<i>- Information security performance must be monitored using defined metrics mapped to:
  - Controls
  - Risks
  - Policies
  - Key ISMS processes
- Monitoring activities must be repeatable and produce comparable results over time.
- Monitoring results must be documented and retained as evidence.
- Monitoring outcomes must be reviewed by the Information Security function, with the support of other department managers.

---</i>",5.21,Does this requirement reflect your company current practice: Monitoring activities must be repeatable and produce comparable results over time.,,2,Yes|No|Somewhat|Not applicable,,0,,,5.22 5.23|5.24|5.24|5.24,1
5,Standard - Monitoring and Measurement,"<i>- Information security performance must be monitored using defined metrics mapped to:
  - Controls
  - Risks
  - Policies
  - Key ISMS processes
- Monitoring activities must be repeatable and produce comparable results over time.
- Monitoring results must be documented and retained as evidence.
- Monitoring outcomes must be reviewed by the Information Security function, with the support of other department managers.

---</i>",5.22,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|SIEM reports|Log exports|Monitoring alerts|Audit reports|Review meeting records|Screenshots|System exports|Other,,0,,,,1
5,Standard - Monitoring and Measurement,"<i>- Information security performance must be monitored using defined metrics mapped to:
  - Controls
  - Risks
  - Policies
  - Key ISMS processes
- Monitoring activities must be repeatable and produce comparable results over time.
- Monitoring results must be documented and retained as evidence.
- Monitoring outcomes must be reviewed by the Information Security function, with the support of other department managers.

---</i>",5.23,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Monitoring and Measurement,"<i>- Information security performance must be monitored using defined metrics mapped to:
  - Controls
  - Risks
  - Policies
  - Key ISMS processes
- Monitoring activities must be repeatable and produce comparable results over time.
- Monitoring results must be documented and retained as evidence.
- Monitoring outcomes must be reviewed by the Information Security function, with the support of other department managers.

---</i>",5.24,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Monitoring and Measurement,"<i>- Information security performance must be monitored using defined metrics mapped to:
  - Controls
  - Risks
  - Policies
  - Key ISMS processes
- Monitoring activities must be repeatable and produce comparable results over time.
- Monitoring results must be documented and retained as evidence.
- Monitoring outcomes must be reviewed by the Information Security function, with the support of other department managers.

---</i>",5.25,Does this requirement reflect your company current practice: Monitoring results must be documented and retained as evidence.,,2,Yes|No|Somewhat|Not applicable,,0,,,5.26 5.27|5.28|5.28|5.28,1
5,Standard - Monitoring and Measurement,"<i>- Information security performance must be monitored using defined metrics mapped to:
  - Controls
  - Risks
  - Policies
  - Key ISMS processes
- Monitoring activities must be repeatable and produce comparable results over time.
- Monitoring results must be documented and retained as evidence.
- Monitoring outcomes must be reviewed by the Information Security function, with the support of other department managers.

---</i>",5.26,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|SIEM reports|Log exports|Monitoring alerts|Audit reports|Review meeting records|Screenshots|System exports|Other,,0,,,,1
5,Standard - Monitoring and Measurement,"<i>- Information security performance must be monitored using defined metrics mapped to:
  - Controls
  - Risks
  - Policies
  - Key ISMS processes
- Monitoring activities must be repeatable and produce comparable results over time.
- Monitoring results must be documented and retained as evidence.
- Monitoring outcomes must be reviewed by the Information Security function, with the support of other department managers.

---</i>",5.27,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Monitoring and Measurement,"<i>- Information security performance must be monitored using defined metrics mapped to:
  - Controls
  - Risks
  - Policies
  - Key ISMS processes
- Monitoring activities must be repeatable and produce comparable results over time.
- Monitoring results must be documented and retained as evidence.
- Monitoring outcomes must be reviewed by the Information Security function, with the support of other department managers.

---</i>",5.28,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Monitoring and Measurement,"<i>- Information security performance must be monitored using defined metrics mapped to:
  - Controls
  - Risks
  - Policies
  - Key ISMS processes
- Monitoring activities must be repeatable and produce comparable results over time.
- Monitoring results must be documented and retained as evidence.
- Monitoring outcomes must be reviewed by the Information Security function, with the support of other department managers.

---</i>",5.29,"Does this requirement reflect your company current practice: Monitoring outcomes must be reviewed by the Information Security function, with the support of other department managers. ---",,2,Yes|No|Somewhat|Not applicable,,0,,,5.30 5.31|5.32|5.32|5.32,1
5,Standard - Monitoring and Measurement,"<i>- Information security performance must be monitored using defined metrics mapped to:
  - Controls
  - Risks
  - Policies
  - Key ISMS processes
- Monitoring activities must be repeatable and produce comparable results over time.
- Monitoring results must be documented and retained as evidence.
- Monitoring outcomes must be reviewed by the Information Security function, with the support of other department managers.

---</i>",5.30,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|SIEM reports|Log exports|Monitoring alerts|Audit reports|Review meeting records|Screenshots|System exports|Other,,0,,,,1
5,Standard - Monitoring and Measurement,"<i>- Information security performance must be monitored using defined metrics mapped to:
  - Controls
  - Risks
  - Policies
  - Key ISMS processes
- Monitoring activities must be repeatable and produce comparable results over time.
- Monitoring results must be documented and retained as evidence.
- Monitoring outcomes must be reviewed by the Information Security function, with the support of other department managers.

---</i>",5.31,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Monitoring and Measurement,"<i>- Information security performance must be monitored using defined metrics mapped to:
  - Controls
  - Risks
  - Policies
  - Key ISMS processes
- Monitoring activities must be repeatable and produce comparable results over time.
- Monitoring results must be documented and retained as evidence.
- Monitoring outcomes must be reviewed by the Information Security function, with the support of other department managers.

---</i>",5.32,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Internal Audit Programme,"<i>- An internal audit programme must be established and maintained.
- Internal audits shall be performed at planned and risk-based intervals.
- Internal audits shall ensure that:
  - All internal controls are audited over time.
  - Controls are implemented and operating as intended.
  - Controls adhere to approved policies, standards, and procedures.
- Control owners shall:
  - Be informed of audit results.
  - Receive clear feedback on deficiencies and required improvements.
  - Be responsible for implementing corrective actions.
- Audit results and control testing performance shall be:
  - Tracked until closure.
  - Reported at least annually to management during the management committee review.
- Audit scope, results, and evidence must be documented and retained.

---</i>",6.1,Does this requirement reflect your company current practice: An internal audit programme must be established and maintained.,,2,Yes|No|Somewhat|Not applicable,,0,,,6.2 6.3|6.4|6.4|6.4,1
6,Standard - Internal Audit Programme,"<i>- An internal audit programme must be established and maintained.
- Internal audits shall be performed at planned and risk-based intervals.
- Internal audits shall ensure that:
  - All internal controls are audited over time.
  - Controls are implemented and operating as intended.
  - Controls adhere to approved policies, standards, and procedures.
- Control owners shall:
  - Be informed of audit results.
  - Receive clear feedback on deficiencies and required improvements.
  - Be responsible for implementing corrective actions.
- Audit results and control testing performance shall be:
  - Tracked until closure.
  - Reported at least annually to management during the management committee review.
- Audit scope, results, and evidence must be documented and retained.

---</i>",6.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|SIEM reports|Log exports|Monitoring alerts|Audit reports|Review meeting records|Screenshots|System exports|Other,,0,,,,1
6,Standard - Internal Audit Programme,"<i>- An internal audit programme must be established and maintained.
- Internal audits shall be performed at planned and risk-based intervals.
- Internal audits shall ensure that:
  - All internal controls are audited over time.
  - Controls are implemented and operating as intended.
  - Controls adhere to approved policies, standards, and procedures.
- Control owners shall:
  - Be informed of audit results.
  - Receive clear feedback on deficiencies and required improvements.
  - Be responsible for implementing corrective actions.
- Audit results and control testing performance shall be:
  - Tracked until closure.
  - Reported at least annually to management during the management committee review.
- Audit scope, results, and evidence must be documented and retained.

---</i>",6.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Internal Audit Programme,"<i>- An internal audit programme must be established and maintained.
- Internal audits shall be performed at planned and risk-based intervals.
- Internal audits shall ensure that:
  - All internal controls are audited over time.
  - Controls are implemented and operating as intended.
  - Controls adhere to approved policies, standards, and procedures.
- Control owners shall:
  - Be informed of audit results.
  - Receive clear feedback on deficiencies and required improvements.
  - Be responsible for implementing corrective actions.
- Audit results and control testing performance shall be:
  - Tracked until closure.
  - Reported at least annually to management during the management committee review.
- Audit scope, results, and evidence must be documented and retained.

---</i>",6.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Internal Audit Programme,"<i>- An internal audit programme must be established and maintained.
- Internal audits shall be performed at planned and risk-based intervals.
- Internal audits shall ensure that:
  - All internal controls are audited over time.
  - Controls are implemented and operating as intended.
  - Controls adhere to approved policies, standards, and procedures.
- Control owners shall:
  - Be informed of audit results.
  - Receive clear feedback on deficiencies and required improvements.
  - Be responsible for implementing corrective actions.
- Audit results and control testing performance shall be:
  - Tracked until closure.
  - Reported at least annually to management during the management committee review.
- Audit scope, results, and evidence must be documented and retained.

---</i>",6.5,Does this requirement reflect your company current practice: Internal audits shall be performed at planned and risk-based intervals.,,2,Yes|No|Somewhat|Not applicable,,0,,,6.6 6.7|6.8|6.8|6.8,1
6,Standard - Internal Audit Programme,"<i>- An internal audit programme must be established and maintained.
- Internal audits shall be performed at planned and risk-based intervals.
- Internal audits shall ensure that:
  - All internal controls are audited over time.
  - Controls are implemented and operating as intended.
  - Controls adhere to approved policies, standards, and procedures.
- Control owners shall:
  - Be informed of audit results.
  - Receive clear feedback on deficiencies and required improvements.
  - Be responsible for implementing corrective actions.
- Audit results and control testing performance shall be:
  - Tracked until closure.
  - Reported at least annually to management during the management committee review.
- Audit scope, results, and evidence must be documented and retained.

---</i>",6.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|SIEM reports|Log exports|Monitoring alerts|Audit reports|Review meeting records|Risk register|Risk assessment report|Treatment plan|Management approval records|Screenshots|Other,,0,,,,1
6,Standard - Internal Audit Programme,"<i>- An internal audit programme must be established and maintained.
- Internal audits shall be performed at planned and risk-based intervals.
- Internal audits shall ensure that:
  - All internal controls are audited over time.
  - Controls are implemented and operating as intended.
  - Controls adhere to approved policies, standards, and procedures.
- Control owners shall:
  - Be informed of audit results.
  - Receive clear feedback on deficiencies and required improvements.
  - Be responsible for implementing corrective actions.
- Audit results and control testing performance shall be:
  - Tracked until closure.
  - Reported at least annually to management during the management committee review.
- Audit scope, results, and evidence must be documented and retained.

---</i>",6.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Internal Audit Programme,"<i>- An internal audit programme must be established and maintained.
- Internal audits shall be performed at planned and risk-based intervals.
- Internal audits shall ensure that:
  - All internal controls are audited over time.
  - Controls are implemented and operating as intended.
  - Controls adhere to approved policies, standards, and procedures.
- Control owners shall:
  - Be informed of audit results.
  - Receive clear feedback on deficiencies and required improvements.
  - Be responsible for implementing corrective actions.
- Audit results and control testing performance shall be:
  - Tracked until closure.
  - Reported at least annually to management during the management committee review.
- Audit scope, results, and evidence must be documented and retained.

---</i>",6.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Internal Audit Programme,"<i>- An internal audit programme must be established and maintained.
- Internal audits shall be performed at planned and risk-based intervals.
- Internal audits shall ensure that:
  - All internal controls are audited over time.
  - Controls are implemented and operating as intended.
  - Controls adhere to approved policies, standards, and procedures.
- Control owners shall:
  - Be informed of audit results.
  - Receive clear feedback on deficiencies and required improvements.
  - Be responsible for implementing corrective actions.
- Audit results and control testing performance shall be:
  - Tracked until closure.
  - Reported at least annually to management during the management committee review.
- Audit scope, results, and evidence must be documented and retained.

---</i>",6.9,Does this requirement reflect your company current practice: Internal audits shall ensure that:,,2,Yes|No|Somewhat|Not applicable,,0,,,6.10 6.11|6.12|6.12|6.12,1
6,Standard - Internal Audit Programme,"<i>- An internal audit programme must be established and maintained.
- Internal audits shall be performed at planned and risk-based intervals.
- Internal audits shall ensure that:
  - All internal controls are audited over time.
  - Controls are implemented and operating as intended.
  - Controls adhere to approved policies, standards, and procedures.
- Control owners shall:
  - Be informed of audit results.
  - Receive clear feedback on deficiencies and required improvements.
  - Be responsible for implementing corrective actions.
- Audit results and control testing performance shall be:
  - Tracked until closure.
  - Reported at least annually to management during the management committee review.
- Audit scope, results, and evidence must be documented and retained.

---</i>",6.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|SIEM reports|Log exports|Monitoring alerts|Audit reports|Review meeting records|Screenshots|System exports|Other,,0,,,,1
6,Standard - Internal Audit Programme,"<i>- An internal audit programme must be established and maintained.
- Internal audits shall be performed at planned and risk-based intervals.
- Internal audits shall ensure that:
  - All internal controls are audited over time.
  - Controls are implemented and operating as intended.
  - Controls adhere to approved policies, standards, and procedures.
- Control owners shall:
  - Be informed of audit results.
  - Receive clear feedback on deficiencies and required improvements.
  - Be responsible for implementing corrective actions.
- Audit results and control testing performance shall be:
  - Tracked until closure.
  - Reported at least annually to management during the management committee review.
- Audit scope, results, and evidence must be documented and retained.

---</i>",6.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Internal Audit Programme,"<i>- An internal audit programme must be established and maintained.
- Internal audits shall be performed at planned and risk-based intervals.
- Internal audits shall ensure that:
  - All internal controls are audited over time.
  - Controls are implemented and operating as intended.
  - Controls adhere to approved policies, standards, and procedures.
- Control owners shall:
  - Be informed of audit results.
  - Receive clear feedback on deficiencies and required improvements.
  - Be responsible for implementing corrective actions.
- Audit results and control testing performance shall be:
  - Tracked until closure.
  - Reported at least annually to management during the management committee review.
- Audit scope, results, and evidence must be documented and retained.

---</i>",6.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Internal Audit Programme,"<i>- An internal audit programme must be established and maintained.
- Internal audits shall be performed at planned and risk-based intervals.
- Internal audits shall ensure that:
  - All internal controls are audited over time.
  - Controls are implemented and operating as intended.
  - Controls adhere to approved policies, standards, and procedures.
- Control owners shall:
  - Be informed of audit results.
  - Receive clear feedback on deficiencies and required improvements.
  - Be responsible for implementing corrective actions.
- Audit results and control testing performance shall be:
  - Tracked until closure.
  - Reported at least annually to management during the management committee review.
- Audit scope, results, and evidence must be documented and retained.

---</i>",6.13,Does this requirement reflect your company current practice: All internal controls are audited over time.,,2,Yes|No|Somewhat|Not applicable,,0,,,6.14 6.15|6.16|6.16|6.16,1
6,Standard - Internal Audit Programme,"<i>- An internal audit programme must be established and maintained.
- Internal audits shall be performed at planned and risk-based intervals.
- Internal audits shall ensure that:
  - All internal controls are audited over time.
  - Controls are implemented and operating as intended.
  - Controls adhere to approved policies, standards, and procedures.
- Control owners shall:
  - Be informed of audit results.
  - Receive clear feedback on deficiencies and required improvements.
  - Be responsible for implementing corrective actions.
- Audit results and control testing performance shall be:
  - Tracked until closure.
  - Reported at least annually to management during the management committee review.
- Audit scope, results, and evidence must be documented and retained.

---</i>",6.14,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|SIEM reports|Log exports|Monitoring alerts|Audit reports|Review meeting records|Screenshots|System exports|Other,,0,,,,1
