"﻿""Chapter ID (Mandatory", for example 1, 2," Etc)""",Chapter Title (Mandatory),Chapter Description (Optional),"Question ID (Mandatory and Unique, for example: 1.1, 1.2, Etc)",Question Title (Mandatory),Question Description (Optional),"Answer Type (Mandatory, one of the following options: 1 for Open Answer, 2 for Dropdown - Single Select, 3 for Dropdown - Single Select - Open answer, 4 for Date, 5 for Dropdown - Multiple Select, 6 for Dropdown - Multiple Select - Open answer)","Dropdown Options (Mandatory if column G is Dropdown. List options for the dropdown separated by a pipe character, for example: Yes|No|Undefined)","DropDown Warnings (Optional, for every option on column H you can define a message, for example: Great|Oh|Think twice)","Dropdown Scoring (Mandatory, set this to 1 if you want to enable scoring for this question. Otherwise set to 0)","Dropdown Option Score (Mandatory if J is set to 1, set the score of the question as an integer positive number, for example 10)","Dropdown Option Score Multiplier (Mandatory if J is set to 1. For every option of the dropdown in column H define an integer positive number that will be multiplied by the value on column K, for example: 1|2|10)","Dropdown Option Show another Question (Optional and only possible if column G is dropdown.For every option in column H you can define one or more question IDs from column D to be shown when the option is selected. For example: 1.2 1.6||6.7 would display questions 1.2 and 1.6 if the first option is selected, none if the second is selected and 6.7 if the third option is selected)","Question Comments & Attachments (Mandatory, select 0 if you do not want to show this option or 1 if you want to let users provide comments and attachments for each question)"
3,Responsibilities,"<i>- Top Management: Approves this policy and demonstrates commitment to information security.
- The Information Security function: Maintains this policy and supports its implementation, with the support of other department managers.
- Department Managers: Ensure this policy is implemented within their areas.
- All Personnel: Understand, acknowledge, and comply with this policy and supporting information security policies.

---</i>",3.8,"Who performs this responsibility? Please provide the role, team, or job title.",,1,,,0,,,,1
3,Responsibilities,"<i>- Top Management: Approves this policy and demonstrates commitment to information security.
- The Information Security function: Maintains this policy and supports its implementation, with the support of other department managers.
- Department Managers: Ensure this policy is implemented within their areas.
- All Personnel: Understand, acknowledge, and comply with this policy and supporting information security policies.

---</i>",3.9,Are we missing any responsibility here that is performed in your company?,,1,,,0,,,,1
4,Policy Statements,"<i>### Definition of Information Security
Information security is the preservation of the confidentiality, integrity, and availability of information, regardless of its form.

### Information Security Objectives
The organization establishes information security objectives to:
- Protect information assets against unauthorized access, disclosure, alteration, or loss.
- Maintain availability of systems and services supporting critical business processes.
- Manage information security risks in line with the Risk Management Policy.
- Maintain customer, regulatory, and stakeholder trust.

### Information Security Principles
All information security activities shall be guided by the following principles:
- Information security supports business objectives.
- Risk-based decision making is applied.
- Least privilege and need-to-know access is enforced.
- Security controls are proportionate to risk.
- Information security is a shared responsibility.

### Compliance and Applicable Requirements
The organization commits to satisfying applicable:
- Legal and regulatory requirements
- Contractual obligations
- Information security requirements agreed with customers and suppliers

### Continual Improvement
The organization commits to the continual improvement of the Information Security Management System (ISMS) through:
- Risk assessment and treatment
- Monitoring and measurement
- Audits and reviews
- Management oversight

### Roles and Responsibilities
Information security roles and responsibilities are defined and governed through the Information Security Roles and Responsibilities Policy.

### Exceptions and Exemptions
- Exceptions to this policy or supporting information security policies must be formally requested.
- Exceptions must be risk-assessed, approved, documented, and time-bound.
- Approved exceptions must be reviewed periodically.

---</i>",4.1,"Does this policy statement apply to your company: Protect information assets against unauthorized access, disclosure, alteration, or loss.",,2,Yes|No|Somewhat|Not applicable,,0,,,|4.2|4.2|4.2,1
4,Policy Statements,"<i>### Definition of Information Security
Information security is the preservation of the confidentiality, integrity, and availability of information, regardless of its form.

### Information Security Objectives
The organization establishes information security objectives to:
- Protect information assets against unauthorized access, disclosure, alteration, or loss.
- Maintain availability of systems and services supporting critical business processes.
- Manage information security risks in line with the Risk Management Policy.
- Maintain customer, regulatory, and stakeholder trust.

### Information Security Principles
All information security activities shall be guided by the following principles:
- Information security supports business objectives.
- Risk-based decision making is applied.
- Least privilege and need-to-know access is enforced.
- Security controls are proportionate to risk.
- Information security is a shared responsibility.

### Compliance and Applicable Requirements
The organization commits to satisfying applicable:
- Legal and regulatory requirements
- Contractual obligations
- Information security requirements agreed with customers and suppliers

### Continual Improvement
The organization commits to the continual improvement of the Information Security Management System (ISMS) through:
- Risk assessment and treatment
- Monitoring and measurement
- Audits and reviews
- Management oversight

### Roles and Responsibilities
Information security roles and responsibilities are defined and governed through the Information Security Roles and Responsibilities Policy.

### Exceptions and Exemptions
- Exceptions to this policy or supporting information security policies must be formally requested.
- Exceptions must be risk-assessed, approved, documented, and time-bound.
- Approved exceptions must be reviewed periodically.

---</i>",4.2,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>### Definition of Information Security
Information security is the preservation of the confidentiality, integrity, and availability of information, regardless of its form.

### Information Security Objectives
The organization establishes information security objectives to:
- Protect information assets against unauthorized access, disclosure, alteration, or loss.
- Maintain availability of systems and services supporting critical business processes.
- Manage information security risks in line with the Risk Management Policy.
- Maintain customer, regulatory, and stakeholder trust.

### Information Security Principles
All information security activities shall be guided by the following principles:
- Information security supports business objectives.
- Risk-based decision making is applied.
- Least privilege and need-to-know access is enforced.
- Security controls are proportionate to risk.
- Information security is a shared responsibility.

### Compliance and Applicable Requirements
The organization commits to satisfying applicable:
- Legal and regulatory requirements
- Contractual obligations
- Information security requirements agreed with customers and suppliers

### Continual Improvement
The organization commits to the continual improvement of the Information Security Management System (ISMS) through:
- Risk assessment and treatment
- Monitoring and measurement
- Audits and reviews
- Management oversight

### Roles and Responsibilities
Information security roles and responsibilities are defined and governed through the Information Security Roles and Responsibilities Policy.

### Exceptions and Exemptions
- Exceptions to this policy or supporting information security policies must be formally requested.
- Exceptions must be risk-assessed, approved, documented, and time-bound.
- Approved exceptions must be reviewed periodically.

---</i>",4.3,Does this policy statement apply to your company: Maintain availability of systems and services supporting critical business processes.,,2,Yes|No|Somewhat|Not applicable,,0,,,|4.4|4.4|4.4,1
4,Policy Statements,"<i>### Definition of Information Security
Information security is the preservation of the confidentiality, integrity, and availability of information, regardless of its form.

### Information Security Objectives
The organization establishes information security objectives to:
- Protect information assets against unauthorized access, disclosure, alteration, or loss.
- Maintain availability of systems and services supporting critical business processes.
- Manage information security risks in line with the Risk Management Policy.
- Maintain customer, regulatory, and stakeholder trust.

### Information Security Principles
All information security activities shall be guided by the following principles:
- Information security supports business objectives.
- Risk-based decision making is applied.
- Least privilege and need-to-know access is enforced.
- Security controls are proportionate to risk.
- Information security is a shared responsibility.

### Compliance and Applicable Requirements
The organization commits to satisfying applicable:
- Legal and regulatory requirements
- Contractual obligations
- Information security requirements agreed with customers and suppliers

### Continual Improvement
The organization commits to the continual improvement of the Information Security Management System (ISMS) through:
- Risk assessment and treatment
- Monitoring and measurement
- Audits and reviews
- Management oversight

### Roles and Responsibilities
Information security roles and responsibilities are defined and governed through the Information Security Roles and Responsibilities Policy.

### Exceptions and Exemptions
- Exceptions to this policy or supporting information security policies must be formally requested.
- Exceptions must be risk-assessed, approved, documented, and time-bound.
- Approved exceptions must be reviewed periodically.

---</i>",4.4,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>### Definition of Information Security
Information security is the preservation of the confidentiality, integrity, and availability of information, regardless of its form.

### Information Security Objectives
The organization establishes information security objectives to:
- Protect information assets against unauthorized access, disclosure, alteration, or loss.
- Maintain availability of systems and services supporting critical business processes.
- Manage information security risks in line with the Risk Management Policy.
- Maintain customer, regulatory, and stakeholder trust.

### Information Security Principles
All information security activities shall be guided by the following principles:
- Information security supports business objectives.
- Risk-based decision making is applied.
- Least privilege and need-to-know access is enforced.
- Security controls are proportionate to risk.
- Information security is a shared responsibility.

### Compliance and Applicable Requirements
The organization commits to satisfying applicable:
- Legal and regulatory requirements
- Contractual obligations
- Information security requirements agreed with customers and suppliers

### Continual Improvement
The organization commits to the continual improvement of the Information Security Management System (ISMS) through:
- Risk assessment and treatment
- Monitoring and measurement
- Audits and reviews
- Management oversight

### Roles and Responsibilities
Information security roles and responsibilities are defined and governed through the Information Security Roles and Responsibilities Policy.

### Exceptions and Exemptions
- Exceptions to this policy or supporting information security policies must be formally requested.
- Exceptions must be risk-assessed, approved, documented, and time-bound.
- Approved exceptions must be reviewed periodically.

---</i>",4.5,Does this policy statement apply to your company: Manage information security risks in line with the Risk Management Policy.,,2,Yes|No|Somewhat|Not applicable,,0,,,|4.6|4.6|4.6,1
4,Policy Statements,"<i>### Definition of Information Security
Information security is the preservation of the confidentiality, integrity, and availability of information, regardless of its form.

### Information Security Objectives
The organization establishes information security objectives to:
- Protect information assets against unauthorized access, disclosure, alteration, or loss.
- Maintain availability of systems and services supporting critical business processes.
- Manage information security risks in line with the Risk Management Policy.
- Maintain customer, regulatory, and stakeholder trust.

### Information Security Principles
All information security activities shall be guided by the following principles:
- Information security supports business objectives.
- Risk-based decision making is applied.
- Least privilege and need-to-know access is enforced.
- Security controls are proportionate to risk.
- Information security is a shared responsibility.

### Compliance and Applicable Requirements
The organization commits to satisfying applicable:
- Legal and regulatory requirements
- Contractual obligations
- Information security requirements agreed with customers and suppliers

### Continual Improvement
The organization commits to the continual improvement of the Information Security Management System (ISMS) through:
- Risk assessment and treatment
- Monitoring and measurement
- Audits and reviews
- Management oversight

### Roles and Responsibilities
Information security roles and responsibilities are defined and governed through the Information Security Roles and Responsibilities Policy.

### Exceptions and Exemptions
- Exceptions to this policy or supporting information security policies must be formally requested.
- Exceptions must be risk-assessed, approved, documented, and time-bound.
- Approved exceptions must be reviewed periodically.

---</i>",4.6,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>### Definition of Information Security
Information security is the preservation of the confidentiality, integrity, and availability of information, regardless of its form.

### Information Security Objectives
The organization establishes information security objectives to:
- Protect information assets against unauthorized access, disclosure, alteration, or loss.
- Maintain availability of systems and services supporting critical business processes.
- Manage information security risks in line with the Risk Management Policy.
- Maintain customer, regulatory, and stakeholder trust.

### Information Security Principles
All information security activities shall be guided by the following principles:
- Information security supports business objectives.
- Risk-based decision making is applied.
- Least privilege and need-to-know access is enforced.
- Security controls are proportionate to risk.
- Information security is a shared responsibility.

### Compliance and Applicable Requirements
The organization commits to satisfying applicable:
- Legal and regulatory requirements
- Contractual obligations
- Information security requirements agreed with customers and suppliers

### Continual Improvement
The organization commits to the continual improvement of the Information Security Management System (ISMS) through:
- Risk assessment and treatment
- Monitoring and measurement
- Audits and reviews
- Management oversight

### Roles and Responsibilities
Information security roles and responsibilities are defined and governed through the Information Security Roles and Responsibilities Policy.

### Exceptions and Exemptions
- Exceptions to this policy or supporting information security policies must be formally requested.
- Exceptions must be risk-assessed, approved, documented, and time-bound.
- Approved exceptions must be reviewed periodically.

---</i>",4.7,"Does this policy statement apply to your company: Maintain customer, regulatory, and stakeholder trust.",,2,Yes|No|Somewhat|Not applicable,,0,,,|4.8|4.8|4.8,1
4,Policy Statements,"<i>### Definition of Information Security
Information security is the preservation of the confidentiality, integrity, and availability of information, regardless of its form.

### Information Security Objectives
The organization establishes information security objectives to:
- Protect information assets against unauthorized access, disclosure, alteration, or loss.
- Maintain availability of systems and services supporting critical business processes.
- Manage information security risks in line with the Risk Management Policy.
- Maintain customer, regulatory, and stakeholder trust.

### Information Security Principles
All information security activities shall be guided by the following principles:
- Information security supports business objectives.
- Risk-based decision making is applied.
- Least privilege and need-to-know access is enforced.
- Security controls are proportionate to risk.
- Information security is a shared responsibility.

### Compliance and Applicable Requirements
The organization commits to satisfying applicable:
- Legal and regulatory requirements
- Contractual obligations
- Information security requirements agreed with customers and suppliers

### Continual Improvement
The organization commits to the continual improvement of the Information Security Management System (ISMS) through:
- Risk assessment and treatment
- Monitoring and measurement
- Audits and reviews
- Management oversight

### Roles and Responsibilities
Information security roles and responsibilities are defined and governed through the Information Security Roles and Responsibilities Policy.

### Exceptions and Exemptions
- Exceptions to this policy or supporting information security policies must be formally requested.
- Exceptions must be risk-assessed, approved, documented, and time-bound.
- Approved exceptions must be reviewed periodically.

---</i>",4.8,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>### Definition of Information Security
Information security is the preservation of the confidentiality, integrity, and availability of information, regardless of its form.

### Information Security Objectives
The organization establishes information security objectives to:
- Protect information assets against unauthorized access, disclosure, alteration, or loss.
- Maintain availability of systems and services supporting critical business processes.
- Manage information security risks in line with the Risk Management Policy.
- Maintain customer, regulatory, and stakeholder trust.

### Information Security Principles
All information security activities shall be guided by the following principles:
- Information security supports business objectives.
- Risk-based decision making is applied.
- Least privilege and need-to-know access is enforced.
- Security controls are proportionate to risk.
- Information security is a shared responsibility.

### Compliance and Applicable Requirements
The organization commits to satisfying applicable:
- Legal and regulatory requirements
- Contractual obligations
- Information security requirements agreed with customers and suppliers

### Continual Improvement
The organization commits to the continual improvement of the Information Security Management System (ISMS) through:
- Risk assessment and treatment
- Monitoring and measurement
- Audits and reviews
- Management oversight

### Roles and Responsibilities
Information security roles and responsibilities are defined and governed through the Information Security Roles and Responsibilities Policy.

### Exceptions and Exemptions
- Exceptions to this policy or supporting information security policies must be formally requested.
- Exceptions must be risk-assessed, approved, documented, and time-bound.
- Approved exceptions must be reviewed periodically.

---</i>",4.9,Does this policy statement apply to your company: Information security supports business objectives.,,2,Yes|No|Somewhat|Not applicable,,0,,,|4.10|4.10|4.10,1
4,Policy Statements,"<i>### Definition of Information Security
Information security is the preservation of the confidentiality, integrity, and availability of information, regardless of its form.

### Information Security Objectives
The organization establishes information security objectives to:
- Protect information assets against unauthorized access, disclosure, alteration, or loss.
- Maintain availability of systems and services supporting critical business processes.
- Manage information security risks in line with the Risk Management Policy.
- Maintain customer, regulatory, and stakeholder trust.

### Information Security Principles
All information security activities shall be guided by the following principles:
- Information security supports business objectives.
- Risk-based decision making is applied.
- Least privilege and need-to-know access is enforced.
- Security controls are proportionate to risk.
- Information security is a shared responsibility.

### Compliance and Applicable Requirements
The organization commits to satisfying applicable:
- Legal and regulatory requirements
- Contractual obligations
- Information security requirements agreed with customers and suppliers

### Continual Improvement
The organization commits to the continual improvement of the Information Security Management System (ISMS) through:
- Risk assessment and treatment
- Monitoring and measurement
- Audits and reviews
- Management oversight

### Roles and Responsibilities
Information security roles and responsibilities are defined and governed through the Information Security Roles and Responsibilities Policy.

### Exceptions and Exemptions
- Exceptions to this policy or supporting information security policies must be formally requested.
- Exceptions must be risk-assessed, approved, documented, and time-bound.
- Approved exceptions must be reviewed periodically.

---</i>",4.10,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>### Definition of Information Security
Information security is the preservation of the confidentiality, integrity, and availability of information, regardless of its form.

### Information Security Objectives
The organization establishes information security objectives to:
- Protect information assets against unauthorized access, disclosure, alteration, or loss.
- Maintain availability of systems and services supporting critical business processes.
- Manage information security risks in line with the Risk Management Policy.
- Maintain customer, regulatory, and stakeholder trust.

### Information Security Principles
All information security activities shall be guided by the following principles:
- Information security supports business objectives.
- Risk-based decision making is applied.
- Least privilege and need-to-know access is enforced.
- Security controls are proportionate to risk.
- Information security is a shared responsibility.

### Compliance and Applicable Requirements
The organization commits to satisfying applicable:
- Legal and regulatory requirements
- Contractual obligations
- Information security requirements agreed with customers and suppliers

### Continual Improvement
The organization commits to the continual improvement of the Information Security Management System (ISMS) through:
- Risk assessment and treatment
- Monitoring and measurement
- Audits and reviews
- Management oversight

### Roles and Responsibilities
Information security roles and responsibilities are defined and governed through the Information Security Roles and Responsibilities Policy.

### Exceptions and Exemptions
- Exceptions to this policy or supporting information security policies must be formally requested.
- Exceptions must be risk-assessed, approved, documented, and time-bound.
- Approved exceptions must be reviewed periodically.

---</i>",4.11,Does this policy statement apply to your company: Risk-based decision making is applied.,,2,Yes|No|Somewhat|Not applicable,,0,,,|4.12|4.12|4.12,1
4,Policy Statements,"<i>### Definition of Information Security
Information security is the preservation of the confidentiality, integrity, and availability of information, regardless of its form.

### Information Security Objectives
The organization establishes information security objectives to:
- Protect information assets against unauthorized access, disclosure, alteration, or loss.
- Maintain availability of systems and services supporting critical business processes.
- Manage information security risks in line with the Risk Management Policy.
- Maintain customer, regulatory, and stakeholder trust.

### Information Security Principles
All information security activities shall be guided by the following principles:
- Information security supports business objectives.
- Risk-based decision making is applied.
- Least privilege and need-to-know access is enforced.
- Security controls are proportionate to risk.
- Information security is a shared responsibility.

### Compliance and Applicable Requirements
The organization commits to satisfying applicable:
- Legal and regulatory requirements
- Contractual obligations
- Information security requirements agreed with customers and suppliers

### Continual Improvement
The organization commits to the continual improvement of the Information Security Management System (ISMS) through:
- Risk assessment and treatment
- Monitoring and measurement
- Audits and reviews
- Management oversight

### Roles and Responsibilities
Information security roles and responsibilities are defined and governed through the Information Security Roles and Responsibilities Policy.

### Exceptions and Exemptions
- Exceptions to this policy or supporting information security policies must be formally requested.
- Exceptions must be risk-assessed, approved, documented, and time-bound.
- Approved exceptions must be reviewed periodically.

---</i>",4.12,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>### Definition of Information Security
Information security is the preservation of the confidentiality, integrity, and availability of information, regardless of its form.

### Information Security Objectives
The organization establishes information security objectives to:
- Protect information assets against unauthorized access, disclosure, alteration, or loss.
- Maintain availability of systems and services supporting critical business processes.
- Manage information security risks in line with the Risk Management Policy.
- Maintain customer, regulatory, and stakeholder trust.

### Information Security Principles
All information security activities shall be guided by the following principles:
- Information security supports business objectives.
- Risk-based decision making is applied.
- Least privilege and need-to-know access is enforced.
- Security controls are proportionate to risk.
- Information security is a shared responsibility.

### Compliance and Applicable Requirements
The organization commits to satisfying applicable:
- Legal and regulatory requirements
- Contractual obligations
- Information security requirements agreed with customers and suppliers

### Continual Improvement
The organization commits to the continual improvement of the Information Security Management System (ISMS) through:
- Risk assessment and treatment
- Monitoring and measurement
- Audits and reviews
- Management oversight

### Roles and Responsibilities
Information security roles and responsibilities are defined and governed through the Information Security Roles and Responsibilities Policy.

### Exceptions and Exemptions
- Exceptions to this policy or supporting information security policies must be formally requested.
- Exceptions must be risk-assessed, approved, documented, and time-bound.
- Approved exceptions must be reviewed periodically.

---</i>",4.13,Does this policy statement apply to your company: Least privilege and need-to-know access is enforced.,,2,Yes|No|Somewhat|Not applicable,,0,,,|4.14|4.14|4.14,1
4,Policy Statements,"<i>### Definition of Information Security
Information security is the preservation of the confidentiality, integrity, and availability of information, regardless of its form.

### Information Security Objectives
The organization establishes information security objectives to:
- Protect information assets against unauthorized access, disclosure, alteration, or loss.
- Maintain availability of systems and services supporting critical business processes.
- Manage information security risks in line with the Risk Management Policy.
- Maintain customer, regulatory, and stakeholder trust.

### Information Security Principles
All information security activities shall be guided by the following principles:
- Information security supports business objectives.
- Risk-based decision making is applied.
- Least privilege and need-to-know access is enforced.
- Security controls are proportionate to risk.
- Information security is a shared responsibility.

### Compliance and Applicable Requirements
The organization commits to satisfying applicable:
- Legal and regulatory requirements
- Contractual obligations
- Information security requirements agreed with customers and suppliers

### Continual Improvement
The organization commits to the continual improvement of the Information Security Management System (ISMS) through:
- Risk assessment and treatment
- Monitoring and measurement
- Audits and reviews
- Management oversight

### Roles and Responsibilities
Information security roles and responsibilities are defined and governed through the Information Security Roles and Responsibilities Policy.

### Exceptions and Exemptions
- Exceptions to this policy or supporting information security policies must be formally requested.
- Exceptions must be risk-assessed, approved, documented, and time-bound.
- Approved exceptions must be reviewed periodically.

---</i>",4.14,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>### Definition of Information Security
Information security is the preservation of the confidentiality, integrity, and availability of information, regardless of its form.

### Information Security Objectives
The organization establishes information security objectives to:
- Protect information assets against unauthorized access, disclosure, alteration, or loss.
- Maintain availability of systems and services supporting critical business processes.
- Manage information security risks in line with the Risk Management Policy.
- Maintain customer, regulatory, and stakeholder trust.

### Information Security Principles
All information security activities shall be guided by the following principles:
- Information security supports business objectives.
- Risk-based decision making is applied.
- Least privilege and need-to-know access is enforced.
- Security controls are proportionate to risk.
- Information security is a shared responsibility.

### Compliance and Applicable Requirements
The organization commits to satisfying applicable:
- Legal and regulatory requirements
- Contractual obligations
- Information security requirements agreed with customers and suppliers

### Continual Improvement
The organization commits to the continual improvement of the Information Security Management System (ISMS) through:
- Risk assessment and treatment
- Monitoring and measurement
- Audits and reviews
- Management oversight

### Roles and Responsibilities
Information security roles and responsibilities are defined and governed through the Information Security Roles and Responsibilities Policy.

### Exceptions and Exemptions
- Exceptions to this policy or supporting information security policies must be formally requested.
- Exceptions must be risk-assessed, approved, documented, and time-bound.
- Approved exceptions must be reviewed periodically.

---</i>",4.15,Does this policy statement apply to your company: Security controls are proportionate to risk.,,2,Yes|No|Somewhat|Not applicable,,0,,,|4.16|4.16|4.16,1
4,Policy Statements,"<i>### Definition of Information Security
Information security is the preservation of the confidentiality, integrity, and availability of information, regardless of its form.

### Information Security Objectives
The organization establishes information security objectives to:
- Protect information assets against unauthorized access, disclosure, alteration, or loss.
- Maintain availability of systems and services supporting critical business processes.
- Manage information security risks in line with the Risk Management Policy.
- Maintain customer, regulatory, and stakeholder trust.

### Information Security Principles
All information security activities shall be guided by the following principles:
- Information security supports business objectives.
- Risk-based decision making is applied.
- Least privilege and need-to-know access is enforced.
- Security controls are proportionate to risk.
- Information security is a shared responsibility.

### Compliance and Applicable Requirements
The organization commits to satisfying applicable:
- Legal and regulatory requirements
- Contractual obligations
- Information security requirements agreed with customers and suppliers

### Continual Improvement
The organization commits to the continual improvement of the Information Security Management System (ISMS) through:
- Risk assessment and treatment
- Monitoring and measurement
- Audits and reviews
- Management oversight

### Roles and Responsibilities
Information security roles and responsibilities are defined and governed through the Information Security Roles and Responsibilities Policy.

### Exceptions and Exemptions
- Exceptions to this policy or supporting information security policies must be formally requested.
- Exceptions must be risk-assessed, approved, documented, and time-bound.
- Approved exceptions must be reviewed periodically.

---</i>",4.16,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>### Definition of Information Security
Information security is the preservation of the confidentiality, integrity, and availability of information, regardless of its form.

### Information Security Objectives
The organization establishes information security objectives to:
- Protect information assets against unauthorized access, disclosure, alteration, or loss.
- Maintain availability of systems and services supporting critical business processes.
- Manage information security risks in line with the Risk Management Policy.
- Maintain customer, regulatory, and stakeholder trust.

### Information Security Principles
All information security activities shall be guided by the following principles:
- Information security supports business objectives.
- Risk-based decision making is applied.
- Least privilege and need-to-know access is enforced.
- Security controls are proportionate to risk.
- Information security is a shared responsibility.

### Compliance and Applicable Requirements
The organization commits to satisfying applicable:
- Legal and regulatory requirements
- Contractual obligations
- Information security requirements agreed with customers and suppliers

### Continual Improvement
The organization commits to the continual improvement of the Information Security Management System (ISMS) through:
- Risk assessment and treatment
- Monitoring and measurement
- Audits and reviews
- Management oversight

### Roles and Responsibilities
Information security roles and responsibilities are defined and governed through the Information Security Roles and Responsibilities Policy.

### Exceptions and Exemptions
- Exceptions to this policy or supporting information security policies must be formally requested.
- Exceptions must be risk-assessed, approved, documented, and time-bound.
- Approved exceptions must be reviewed periodically.

---</i>",4.17,Does this policy statement apply to your company: Information security is a shared responsibility.,,2,Yes|No|Somewhat|Not applicable,,0,,,|4.18|4.18|4.18,1
