"﻿""Chapter ID (Mandatory", for example 1, 2," Etc)""",Chapter Title (Mandatory),Chapter Description (Optional),"Question ID (Mandatory and Unique, for example: 1.1, 1.2, Etc)",Question Title (Mandatory),Question Description (Optional),"Answer Type (Mandatory, one of the following options: 1 for Open Answer, 2 for Dropdown - Single Select, 3 for Dropdown - Single Select - Open answer, 4 for Date, 5 for Dropdown - Multiple Select, 6 for Dropdown - Multiple Select - Open answer)","Dropdown Options (Mandatory if column G is Dropdown. List options for the dropdown separated by a pipe character, for example: Yes|No|Undefined)","DropDown Warnings (Optional, for every option on column H you can define a message, for example: Great|Oh|Think twice)","Dropdown Scoring (Mandatory, set this to 1 if you want to enable scoring for this question. Otherwise set to 0)","Dropdown Option Score (Mandatory if J is set to 1, set the score of the question as an integer positive number, for example 10)","Dropdown Option Score Multiplier (Mandatory if J is set to 1. For every option of the dropdown in column H define an integer positive number that will be multiplied by the value on column K, for example: 1|2|10)","Dropdown Option Show another Question (Optional and only possible if column G is dropdown.For every option in column H you can define one or more question IDs from column D to be shown when the option is selected. For example: 1.2 1.6||6.7 would display questions 1.2 and 1.6 if the first option is selected, none if the second is selected and 6.7 if the third option is selected)","Question Comments & Attachments (Mandatory, select 0 if you do not want to show this option or 1 if you want to let users provide comments and attachments for each question)"
1,Respondent Information,,1.1,"Who is responding to this questionnaire? Please provide your name, team, and role within that team.",,1,,,0,,,,1
3,Responsibilities,"<i>- Management: Ensures operational management activities are governed, resourced, and aligned with business needs.
- The Information Security function: Defines security requirements related to operational changes and capacity planning, with the support of other department managers.
- IT / Operations Teams: Plan, implement, and manage changes and capacity in accordance with this policy.
- System and Service Owners: Approve changes affecting their systems and ensure capacity meets business requirements.
- Suppliers and Service Providers: Comply with operational management requirements defined in contracts and agreements.

---</i>",3.9,Is someone responsible for complying with operational management requirements defined in contracts and agreements in your organization?,,2,Yes|No,,0,,,3.10|,1
3,Responsibilities,"<i>- Management: Ensures operational management activities are governed, resourced, and aligned with business needs.
- The Information Security function: Defines security requirements related to operational changes and capacity planning, with the support of other department managers.
- IT / Operations Teams: Plan, implement, and manage changes and capacity in accordance with this policy.
- System and Service Owners: Approve changes affecting their systems and ensure capacity meets business requirements.
- Suppliers and Service Providers: Comply with operational management requirements defined in contracts and agreements.

---</i>",3.10,"Who performs this responsibility? Please provide the role, team, or job title.",,1,,,0,,,,1
3,Responsibilities,"<i>- Management: Ensures operational management activities are governed, resourced, and aligned with business needs.
- The Information Security function: Defines security requirements related to operational changes and capacity planning, with the support of other department managers.
- IT / Operations Teams: Plan, implement, and manage changes and capacity in accordance with this policy.
- System and Service Owners: Approve changes affecting their systems and ensure capacity meets business requirements.
- Suppliers and Service Providers: Comply with operational management requirements defined in contracts and agreements.

---</i>",3.11,Are we missing any responsibility here that is performed in your company?,,1,,,0,,,,1
4,Policy Statements,"<i>- Operational changes must be planned, assessed, approved, and documented.
- Changes must not introduce unmanaged security, availability, or performance risks.
- System and service capacity must be monitored and managed proactively.
- Capacity limitations must be identified and addressed before they impact operations.
- Operational management activities must be repeatable, controlled, and auditable.

---</i>",4.1,"Does this policy statement apply to your company: Operational changes must be planned, assessed, approved, and documented.",,2,Yes|No|Somewhat|Not applicable,,0,,,|4.2|4.2|4.2,1
4,Policy Statements,"<i>- Operational changes must be planned, assessed, approved, and documented.
- Changes must not introduce unmanaged security, availability, or performance risks.
- System and service capacity must be monitored and managed proactively.
- Capacity limitations must be identified and addressed before they impact operations.
- Operational management activities must be repeatable, controlled, and auditable.

---</i>",4.2,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>- Operational changes must be planned, assessed, approved, and documented.
- Changes must not introduce unmanaged security, availability, or performance risks.
- System and service capacity must be monitored and managed proactively.
- Capacity limitations must be identified and addressed before they impact operations.
- Operational management activities must be repeatable, controlled, and auditable.

---</i>",4.3,"Does this policy statement apply to your company: Changes must not introduce unmanaged security, availability, or performance risks.",,2,Yes|No|Somewhat|Not applicable,,0,,,|4.4|4.4|4.4,1
4,Policy Statements,"<i>- Operational changes must be planned, assessed, approved, and documented.
- Changes must not introduce unmanaged security, availability, or performance risks.
- System and service capacity must be monitored and managed proactively.
- Capacity limitations must be identified and addressed before they impact operations.
- Operational management activities must be repeatable, controlled, and auditable.

---</i>",4.4,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>- Operational changes must be planned, assessed, approved, and documented.
- Changes must not introduce unmanaged security, availability, or performance risks.
- System and service capacity must be monitored and managed proactively.
- Capacity limitations must be identified and addressed before they impact operations.
- Operational management activities must be repeatable, controlled, and auditable.

---</i>",4.5,Does this policy statement apply to your company: System and service capacity must be monitored and managed proactively.,,2,Yes|No|Somewhat|Not applicable,,0,,,|4.6|4.6|4.6,1
4,Policy Statements,"<i>- Operational changes must be planned, assessed, approved, and documented.
- Changes must not introduce unmanaged security, availability, or performance risks.
- System and service capacity must be monitored and managed proactively.
- Capacity limitations must be identified and addressed before they impact operations.
- Operational management activities must be repeatable, controlled, and auditable.

---</i>",4.6,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>- Operational changes must be planned, assessed, approved, and documented.
- Changes must not introduce unmanaged security, availability, or performance risks.
- System and service capacity must be monitored and managed proactively.
- Capacity limitations must be identified and addressed before they impact operations.
- Operational management activities must be repeatable, controlled, and auditable.

---</i>",4.7,Does this policy statement apply to your company: Capacity limitations must be identified and addressed before they impact operations.,,2,Yes|No|Somewhat|Not applicable,,0,,,|4.8|4.8|4.8,1
4,Policy Statements,"<i>- Operational changes must be planned, assessed, approved, and documented.
- Changes must not introduce unmanaged security, availability, or performance risks.
- System and service capacity must be monitored and managed proactively.
- Capacity limitations must be identified and addressed before they impact operations.
- Operational management activities must be repeatable, controlled, and auditable.

---</i>",4.8,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>- Operational changes must be planned, assessed, approved, and documented.
- Changes must not introduce unmanaged security, availability, or performance risks.
- System and service capacity must be monitored and managed proactively.
- Capacity limitations must be identified and addressed before they impact operations.
- Operational management activities must be repeatable, controlled, and auditable.

---</i>",4.9,"Does this policy statement apply to your company: Operational management activities must be repeatable, controlled, and auditable. ---",,2,Yes|No|Somewhat|Not applicable,,0,,,|4.10|4.10|4.10,1
4,Policy Statements,"<i>- Operational changes must be planned, assessed, approved, and documented.
- Changes must not introduce unmanaged security, availability, or performance risks.
- System and service capacity must be monitored and managed proactively.
- Capacity limitations must be identified and addressed before they impact operations.
- Operational management activities must be repeatable, controlled, and auditable.

---</i>",4.10,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>- Operational changes must be planned, assessed, approved, and documented.
- Changes must not introduce unmanaged security, availability, or performance risks.
- System and service capacity must be monitored and managed proactively.
- Capacity limitations must be identified and addressed before they impact operations.
- Operational management activities must be repeatable, controlled, and auditable.

---</i>",4.11,Are we missing any policy statement here that reflects something done in your company?,,1,,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.1,"Does this requirement reflect your company current practice: All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.",,2,Yes|No|Somewhat|Not applicable,,0,,,5.2 5.3|5.4|5.4|5.4,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.5,"Does this requirement reflect your company current practice: Changes must be classified, assessed for impact on availability, performance, and security, and approved before implementation?",,2,Yes|No|Somewhat|Not applicable,,0,,,5.6 5.7|5.8|5.8|5.8,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.9,"Does this requirement reflect your company current practice: Changes must be classified, for example as standard, normal, or emergency?",,2,Yes|No|Somewhat|Not applicable,,0,,,5.10 5.11|5.12|5.12|5.12,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.13,"Does this requirement reflect your company current practice: Changes must be assessed for impact on availability, performance, and security?",,2,Yes|No|Somewhat|Not applicable,,0,,,5.14 5.15|5.16|5.16|5.16,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.14,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Risk register|Risk assessment report|Treatment plan|Management approval records|Screenshots|System exports|Other,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.15,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.16,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.17,Does this requirement reflect your company current practice: Changes must be approved before implementation?,,2,Yes|No|Somewhat|Not applicable,,0,,,5.18 5.19|5.20|5.20|5.20,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.18,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.19,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.20,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.21,"Does this requirement reflect your company current practice: Change implementation must be planned and scheduled, include rollback or recovery considerations, and avoid unnecessary disruption to business operations?",,2,Yes|No|Somewhat|Not applicable,,0,,,5.22 5.23|5.24|5.24|5.24,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.22,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
5,Standard - Change Management,"<i>- All changes to systems, applications, infrastructure, and configurations must follow a defined change management process.
- Changes must be:
  - Classified (e.g. standard, normal, emergency).
  - Assessed for impact on availability, performance, and security.
  - Approved before implementation.
- Change implementation must:
  - Be planned and scheduled.
  - Include rollback or recovery considerations.
  - Avoid unnecessary disruption to business operations.
- Emergency changes must:
  - Be justified and documented.
  - Be reviewed retrospectively.
- Changes must be tested where feasible prior to deployment.
- Change records must be maintained.</i>",5.23,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
