"﻿""Chapter ID (Mandatory", for example 1, 2," Etc)""",Chapter Title (Mandatory),Chapter Description (Optional),"Question ID (Mandatory and Unique, for example: 1.1, 1.2, Etc)",Question Title (Mandatory),Question Description (Optional),"Answer Type (Mandatory, one of the following options: 1 for Open Answer, 2 for Dropdown - Single Select, 3 for Dropdown - Single Select - Open answer, 4 for Date, 5 for Dropdown - Multiple Select, 6 for Dropdown - Multiple Select - Open answer)","Dropdown Options (Mandatory if column G is Dropdown. List options for the dropdown separated by a pipe character, for example: Yes|No|Undefined)","DropDown Warnings (Optional, for every option on column H you can define a message, for example: Great|Oh|Think twice)","Dropdown Scoring (Mandatory, set this to 1 if you want to enable scoring for this question. Otherwise set to 0)","Dropdown Option Score (Mandatory if J is set to 1, set the score of the question as an integer positive number, for example 10)","Dropdown Option Score Multiplier (Mandatory if J is set to 1. For every option of the dropdown in column H define an integer positive number that will be multiplied by the value on column K, for example: 1|2|10)","Dropdown Option Show another Question (Optional and only possible if column G is dropdown.For every option in column H you can define one or more question IDs from column D to be shown when the option is selected. For example: 1.2 1.6||6.7 would display questions 1.2 and 1.6 if the first option is selected, none if the second is selected and 6.7 if the third option is selected)","Question Comments & Attachments (Mandatory, select 0 if you do not want to show this option or 1 if you want to let users provide comments and attachments for each question)"
1,Respondent Information,,1.1,"Who is responding to this questionnaire? Please provide your name, team, and role within that team.",,1,,,0,,,,1
4,Policy Statements,"<i>- Operating systems must be securely configured, maintained, and supported.
- Only supported and approved operating systems may be used.
- Operating system security controls must be enforced consistently.
- Operating systems must support logging, monitoring, backup, and access control requirements.
- Operating systems must be retired when no longer supported or required.</i>",4.7,"Does this policy statement apply to your company: Operating systems must support logging, monitoring, backup, and access control requirements.",,2,Yes|No|Somewhat|Not applicable,,0,,,|4.8|4.8|4.8,1
4,Policy Statements,"<i>- Operating systems must be securely configured, maintained, and supported.
- Only supported and approved operating systems may be used.
- Operating system security controls must be enforced consistently.
- Operating systems must support logging, monitoring, backup, and access control requirements.
- Operating systems must be retired when no longer supported or required.</i>",4.8,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>- Operating systems must be securely configured, maintained, and supported.
- Only supported and approved operating systems may be used.
- Operating system security controls must be enforced consistently.
- Operating systems must support logging, monitoring, backup, and access control requirements.
- Operating systems must be retired when no longer supported or required.</i>",4.9,Does this policy statement apply to your company: Operating systems must be retired when no longer supported or required.,,2,Yes|No|Somewhat|Not applicable,,0,,,|4.10|4.10|4.10,1
4,Policy Statements,"<i>- Operating systems must be securely configured, maintained, and supported.
- Only supported and approved operating systems may be used.
- Operating system security controls must be enforced consistently.
- Operating systems must support logging, monitoring, backup, and access control requirements.
- Operating systems must be retired when no longer supported or required.</i>",4.10,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>- Operating systems must be securely configured, maintained, and supported.
- Only supported and approved operating systems may be used.
- Operating system security controls must be enforced consistently.
- Operating systems must support logging, monitoring, backup, and access control requirements.
- Operating systems must be retired when no longer supported or required.</i>",4.11,Are we missing any policy statement here that reflects something done in your company?,,1,,,0,,,,1
5,Standard - Approved and Supported Operating Systems,"<i>- Only operating systems approved by the organization may be deployed.
- Operating systems must be vendor-supported and within their supported lifecycle.
- Unsupported or end-of-life operating systems must not be used.</i>",5.1,Does this requirement reflect your company current practice: Only operating systems approved by the organization may be deployed.,,2,Yes|No|Somewhat|Not applicable,,0,,,5.2 5.3|5.4|5.4|5.4,1
5,Standard - Approved and Supported Operating Systems,"<i>- Only operating systems approved by the organization may be deployed.
- Operating systems must be vendor-supported and within their supported lifecycle.
- Unsupported or end-of-life operating systems must not be used.</i>",5.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
5,Standard - Approved and Supported Operating Systems,"<i>- Only operating systems approved by the organization may be deployed.
- Operating systems must be vendor-supported and within their supported lifecycle.
- Unsupported or end-of-life operating systems must not be used.</i>",5.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Approved and Supported Operating Systems,"<i>- Only operating systems approved by the organization may be deployed.
- Operating systems must be vendor-supported and within their supported lifecycle.
- Unsupported or end-of-life operating systems must not be used.</i>",5.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Approved and Supported Operating Systems,"<i>- Only operating systems approved by the organization may be deployed.
- Operating systems must be vendor-supported and within their supported lifecycle.
- Unsupported or end-of-life operating systems must not be used.</i>",5.5,Does this requirement reflect your company current practice: Operating systems must be vendor-supported and within their supported lifecycle.,,2,Yes|No|Somewhat|Not applicable,,0,,,5.6 5.7|5.8|5.8|5.8,1
5,Standard - Approved and Supported Operating Systems,"<i>- Only operating systems approved by the organization may be deployed.
- Operating systems must be vendor-supported and within their supported lifecycle.
- Unsupported or end-of-life operating systems must not be used.</i>",5.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Supplier register|Due diligence questionnaire|Contract clauses|Supplier review records|Screenshots|System exports|Other,,0,,,,1
5,Standard - Approved and Supported Operating Systems,"<i>- Only operating systems approved by the organization may be deployed.
- Operating systems must be vendor-supported and within their supported lifecycle.
- Unsupported or end-of-life operating systems must not be used.</i>",5.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Approved and Supported Operating Systems,"<i>- Only operating systems approved by the organization may be deployed.
- Operating systems must be vendor-supported and within their supported lifecycle.
- Unsupported or end-of-life operating systems must not be used.</i>",5.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Approved and Supported Operating Systems,"<i>- Only operating systems approved by the organization may be deployed.
- Operating systems must be vendor-supported and within their supported lifecycle.
- Unsupported or end-of-life operating systems must not be used.</i>",5.9,Does this requirement reflect your company current practice: Unsupported or end-of-life operating systems must not be used.,,2,Yes|No|Somewhat|Not applicable,,0,,,5.10 5.11|5.12|5.12|5.12,1
5,Standard - Approved and Supported Operating Systems,"<i>- Only operating systems approved by the organization may be deployed.
- Operating systems must be vendor-supported and within their supported lifecycle.
- Unsupported or end-of-life operating systems must not be used.</i>",5.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
5,Standard - Approved and Supported Operating Systems,"<i>- Only operating systems approved by the organization may be deployed.
- Operating systems must be vendor-supported and within their supported lifecycle.
- Unsupported or end-of-life operating systems must not be used.</i>",5.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Approved and Supported Operating Systems,"<i>- Only operating systems approved by the organization may be deployed.
- Operating systems must be vendor-supported and within their supported lifecycle.
- Unsupported or end-of-life operating systems must not be used.</i>",5.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Secure Configuration,"<i>- Operating systems must be configured using approved secure baseline configurations.
- Unnecessary services, ports, and components must be disabled or removed.
- Default accounts, credentials, and settings must be secured or disabled where possible.
- Configuration changes must follow standard organizational processes.</i>",6.1,Does this requirement reflect your company current practice: Operating systems must be configured using approved secure baseline configurations.,,2,Yes|No|Somewhat|Not applicable,,0,,,6.2 6.3|6.4|6.4|6.4,1
6,Standard - Secure Configuration,"<i>- Operating systems must be configured using approved secure baseline configurations.
- Unnecessary services, ports, and components must be disabled or removed.
- Default accounts, credentials, and settings must be secured or disabled where possible.
- Configuration changes must follow standard organizational processes.</i>",6.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
6,Standard - Secure Configuration,"<i>- Operating systems must be configured using approved secure baseline configurations.
- Unnecessary services, ports, and components must be disabled or removed.
- Default accounts, credentials, and settings must be secured or disabled where possible.
- Configuration changes must follow standard organizational processes.</i>",6.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Secure Configuration,"<i>- Operating systems must be configured using approved secure baseline configurations.
- Unnecessary services, ports, and components must be disabled or removed.
- Default accounts, credentials, and settings must be secured or disabled where possible.
- Configuration changes must follow standard organizational processes.</i>",6.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Secure Configuration,"<i>- Operating systems must be configured using approved secure baseline configurations.
- Unnecessary services, ports, and components must be disabled or removed.
- Default accounts, credentials, and settings must be secured or disabled where possible.
- Configuration changes must follow standard organizational processes.</i>",6.5,"Does this requirement reflect your company current practice: Unnecessary services, ports, and components must be disabled or removed.",,2,Yes|No|Somewhat|Not applicable,,0,,,6.6 6.7|6.8|6.8|6.8,1
6,Standard - Secure Configuration,"<i>- Operating systems must be configured using approved secure baseline configurations.
- Unnecessary services, ports, and components must be disabled or removed.
- Default accounts, credentials, and settings must be secured or disabled where possible.
- Configuration changes must follow standard organizational processes.</i>",6.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
6,Standard - Secure Configuration,"<i>- Operating systems must be configured using approved secure baseline configurations.
- Unnecessary services, ports, and components must be disabled or removed.
- Default accounts, credentials, and settings must be secured or disabled where possible.
- Configuration changes must follow standard organizational processes.</i>",6.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Secure Configuration,"<i>- Operating systems must be configured using approved secure baseline configurations.
- Unnecessary services, ports, and components must be disabled or removed.
- Default accounts, credentials, and settings must be secured or disabled where possible.
- Configuration changes must follow standard organizational processes.</i>",6.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Secure Configuration,"<i>- Operating systems must be configured using approved secure baseline configurations.
- Unnecessary services, ports, and components must be disabled or removed.
- Default accounts, credentials, and settings must be secured or disabled where possible.
- Configuration changes must follow standard organizational processes.</i>",6.9,"Does this requirement reflect your company current practice: Default accounts, credentials, and settings must be secured or disabled where possible.",,2,Yes|No|Somewhat|Not applicable,,0,,,6.10 6.11|6.12|6.12|6.12,1
6,Standard - Secure Configuration,"<i>- Operating systems must be configured using approved secure baseline configurations.
- Unnecessary services, ports, and components must be disabled or removed.
- Default accounts, credentials, and settings must be secured or disabled where possible.
- Configuration changes must follow standard organizational processes.</i>",6.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|Screenshots|System exports|Other,,0,,,,1
6,Standard - Secure Configuration,"<i>- Operating systems must be configured using approved secure baseline configurations.
- Unnecessary services, ports, and components must be disabled or removed.
- Default accounts, credentials, and settings must be secured or disabled where possible.
- Configuration changes must follow standard organizational processes.</i>",6.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Secure Configuration,"<i>- Operating systems must be configured using approved secure baseline configurations.
- Unnecessary services, ports, and components must be disabled or removed.
- Default accounts, credentials, and settings must be secured or disabled where possible.
- Configuration changes must follow standard organizational processes.</i>",6.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Secure Configuration,"<i>- Operating systems must be configured using approved secure baseline configurations.
- Unnecessary services, ports, and components must be disabled or removed.
- Default accounts, credentials, and settings must be secured or disabled where possible.
- Configuration changes must follow standard organizational processes.</i>",6.13,Does this requirement reflect your company current practice: Configuration changes must follow standard organizational processes.,,2,Yes|No|Somewhat|Not applicable,,0,,,6.14 6.15|6.16|6.16|6.16,1
6,Standard - Secure Configuration,"<i>- Operating systems must be configured using approved secure baseline configurations.
- Unnecessary services, ports, and components must be disabled or removed.
- Default accounts, credentials, and settings must be secured or disabled where possible.
- Configuration changes must follow standard organizational processes.</i>",6.14,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
6,Standard - Secure Configuration,"<i>- Operating systems must be configured using approved secure baseline configurations.
- Unnecessary services, ports, and components must be disabled or removed.
- Default accounts, credentials, and settings must be secured or disabled where possible.
- Configuration changes must follow standard organizational processes.</i>",6.15,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Secure Configuration,"<i>- Operating systems must be configured using approved secure baseline configurations.
- Unnecessary services, ports, and components must be disabled or removed.
- Default accounts, credentials, and settings must be secured or disabled where possible.
- Configuration changes must follow standard organizational processes.</i>",6.16,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Access Control,"<i>- Access to operating systems must be controlled in accordance with the Access Management Policy.
- Operating systems must integrate with central authentication where technically feasible.
- Administrative privileges must be restricted and assigned based on least privilege.
- Use of shared or generic administrative accounts must be avoided where possible.</i>",7.1,Does this requirement reflect your company current practice: Access to operating systems must be controlled in accordance with the Access Management Policy.,,2,Yes|No|Somewhat|Not applicable,,0,,,7.2 7.3|7.4|7.4|7.4,1
7,Standard - Access Control,"<i>- Access to operating systems must be controlled in accordance with the Access Management Policy.
- Operating systems must integrate with central authentication where technically feasible.
- Administrative privileges must be restricted and assigned based on least privilege.
- Use of shared or generic administrative accounts must be avoided where possible.</i>",7.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|Screenshots|System exports|Other,,0,,,,1
7,Standard - Access Control,"<i>- Access to operating systems must be controlled in accordance with the Access Management Policy.
- Operating systems must integrate with central authentication where technically feasible.
- Administrative privileges must be restricted and assigned based on least privilege.
- Use of shared or generic administrative accounts must be avoided where possible.</i>",7.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Access Control,"<i>- Access to operating systems must be controlled in accordance with the Access Management Policy.
- Operating systems must integrate with central authentication where technically feasible.
- Administrative privileges must be restricted and assigned based on least privilege.
- Use of shared or generic administrative accounts must be avoided where possible.</i>",7.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Access Control,"<i>- Access to operating systems must be controlled in accordance with the Access Management Policy.
- Operating systems must integrate with central authentication where technically feasible.
- Administrative privileges must be restricted and assigned based on least privilege.
- Use of shared or generic administrative accounts must be avoided where possible.</i>",7.5,Does this requirement reflect your company current practice: Operating systems must integrate with central authentication where technically feasible.,,2,Yes|No|Somewhat|Not applicable,,0,,,7.6 7.7|7.8|7.8|7.8,1
7,Standard - Access Control,"<i>- Access to operating systems must be controlled in accordance with the Access Management Policy.
- Operating systems must integrate with central authentication where technically feasible.
- Administrative privileges must be restricted and assigned based on least privilege.
- Use of shared or generic administrative accounts must be avoided where possible.</i>",7.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|Screenshots|System exports|Other,,0,,,,1
7,Standard - Access Control,"<i>- Access to operating systems must be controlled in accordance with the Access Management Policy.
- Operating systems must integrate with central authentication where technically feasible.
- Administrative privileges must be restricted and assigned based on least privilege.
- Use of shared or generic administrative accounts must be avoided where possible.</i>",7.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Access Control,"<i>- Access to operating systems must be controlled in accordance with the Access Management Policy.
- Operating systems must integrate with central authentication where technically feasible.
- Administrative privileges must be restricted and assigned based on least privilege.
- Use of shared or generic administrative accounts must be avoided where possible.</i>",7.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Access Control,"<i>- Access to operating systems must be controlled in accordance with the Access Management Policy.
- Operating systems must integrate with central authentication where technically feasible.
- Administrative privileges must be restricted and assigned based on least privilege.
- Use of shared or generic administrative accounts must be avoided where possible.</i>",7.9,Does this requirement reflect your company current practice: Administrative privileges must be restricted and assigned based on least privilege.,,2,Yes|No|Somewhat|Not applicable,,0,,,7.10 7.11|7.12|7.12|7.12,1
7,Standard - Access Control,"<i>- Access to operating systems must be controlled in accordance with the Access Management Policy.
- Operating systems must integrate with central authentication where technically feasible.
- Administrative privileges must be restricted and assigned based on least privilege.
- Use of shared or generic administrative accounts must be avoided where possible.</i>",7.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|Screenshots|System exports|Other,,0,,,,1
7,Standard - Access Control,"<i>- Access to operating systems must be controlled in accordance with the Access Management Policy.
- Operating systems must integrate with central authentication where technically feasible.
- Administrative privileges must be restricted and assigned based on least privilege.
- Use of shared or generic administrative accounts must be avoided where possible.</i>",7.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Access Control,"<i>- Access to operating systems must be controlled in accordance with the Access Management Policy.
- Operating systems must integrate with central authentication where technically feasible.
- Administrative privileges must be restricted and assigned based on least privilege.
- Use of shared or generic administrative accounts must be avoided where possible.</i>",7.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
7,Standard - Access Control,"<i>- Access to operating systems must be controlled in accordance with the Access Management Policy.
- Operating systems must integrate with central authentication where technically feasible.
- Administrative privileges must be restricted and assigned based on least privilege.
- Use of shared or generic administrative accounts must be avoided where possible.</i>",7.13,Does this requirement reflect your company current practice: Use of shared or generic administrative accounts must be avoided where possible.,,2,Yes|No|Somewhat|Not applicable,,0,,,7.14 7.15|7.16|7.16|7.16,1
7,Standard - Access Control,"<i>- Access to operating systems must be controlled in accordance with the Access Management Policy.
- Operating systems must integrate with central authentication where technically feasible.
- Administrative privileges must be restricted and assigned based on least privilege.
- Use of shared or generic administrative accounts must be avoided where possible.</i>",7.14,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|Screenshots|System exports|Other,,0,,,,1
7,Standard - Access Control,"<i>- Access to operating systems must be controlled in accordance with the Access Management Policy.
- Operating systems must integrate with central authentication where technically feasible.
- Administrative privileges must be restricted and assigned based on least privilege.
- Use of shared or generic administrative accounts must be avoided where possible.</i>",7.15,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
7,Standard - Access Control,"<i>- Access to operating systems must be controlled in accordance with the Access Management Policy.
- Operating systems must integrate with central authentication where technically feasible.
- Administrative privileges must be restricted and assigned based on least privilege.
- Use of shared or generic administrative accounts must be avoided where possible.</i>",7.16,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
8,Standard - Patching and Vulnerability Management,"<i>- Operating system patching and vulnerability remediation must follow the Patching & Vulnerability Management Policy.
- Security updates must be applied within defined timeframes based on risk.
- Patch status must be monitored and reported where required.</i>",8.1,Does this requirement reflect your company current practice: Operating system patching and vulnerability remediation must follow the Patching & Vulnerability Management Policy.,,2,Yes|No|Somewhat|Not applicable,,0,,,8.2 8.3|8.4|8.4|8.4,1
