"﻿""Chapter ID (Mandatory", for example 1, 2," Etc)""",Chapter Title (Mandatory),Chapter Description (Optional),"Question ID (Mandatory and Unique, for example: 1.1, 1.2, Etc)",Question Title (Mandatory),Question Description (Optional),"Answer Type (Mandatory, one of the following options: 1 for Open Answer, 2 for Dropdown - Single Select, 3 for Dropdown - Single Select - Open answer, 4 for Date, 5 for Dropdown - Multiple Select, 6 for Dropdown - Multiple Select - Open answer)","Dropdown Options (Mandatory if column G is Dropdown. List options for the dropdown separated by a pipe character, for example: Yes|No|Undefined)","DropDown Warnings (Optional, for every option on column H you can define a message, for example: Great|Oh|Think twice)","Dropdown Scoring (Mandatory, set this to 1 if you want to enable scoring for this question. Otherwise set to 0)","Dropdown Option Score (Mandatory if J is set to 1, set the score of the question as an integer positive number, for example 10)","Dropdown Option Score Multiplier (Mandatory if J is set to 1. For every option of the dropdown in column H define an integer positive number that will be multiplied by the value on column K, for example: 1|2|10)","Dropdown Option Show another Question (Optional and only possible if column G is dropdown.For every option in column H you can define one or more question IDs from column D to be shown when the option is selected. For example: 1.2 1.6||6.7 would display questions 1.2 and 1.6 if the first option is selected, none if the second is selected and 6.7 if the third option is selected)","Question Comments & Attachments (Mandatory, select 0 if you do not want to show this option or 1 if you want to let users provide comments and attachments for each question)"
1,Respondent Information,,1.1,"Who is responding to this questionnaire? Please provide your name, team, and role within that team.",,1,,,0,,,,1
4,Policy Statements,"<i>- Organizational assets must be used primarily for legitimate business purposes.
- Limited personal use of organizational assets is permitted only if it does not interfere with business operations, security, or compliance requirements.
- Users must comply with all security policies, standards, and procedures when using organizational assets.
- Users must not engage in activities that could expose the organization to legal, financial, or reputational risk.
- Users are responsible for protecting assets assigned to them from loss, theft, damage, or misuse.</i>",4.10,How would you describe this policy statement to better reflect the reality?,,1,,,0,,,,1
4,Policy Statements,"<i>- Organizational assets must be used primarily for legitimate business purposes.
- Limited personal use of organizational assets is permitted only if it does not interfere with business operations, security, or compliance requirements.
- Users must comply with all security policies, standards, and procedures when using organizational assets.
- Users must not engage in activities that could expose the organization to legal, financial, or reputational risk.
- Users are responsible for protecting assets assigned to them from loss, theft, damage, or misuse.</i>",4.11,Are we missing any policy statement here that reflects something done in your company?,,1,,,0,,,,1
5,Standard - Acceptable Use,"<i>- Assets may be used only by authorized users.
- Access credentials must not be shared.
- Software and services used must be approved by the organization.
- Organizational data must be handled in accordance with the Data Management policy.
- Internet and network access must be used responsibly and lawfully.</i>",5.1,Does this requirement reflect your company current practice: Assets may be used only by authorized users.,,2,Yes|No|Somewhat|Not applicable,,0,,,5.2 5.3|5.4|5.4|5.4,1
5,Standard - Acceptable Use,"<i>- Assets may be used only by authorized users.
- Access credentials must not be shared.
- Software and services used must be approved by the organization.
- Organizational data must be handled in accordance with the Data Management policy.
- Internet and network access must be used responsibly and lawfully.</i>",5.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Asset inventory|MDM/endpoint management export|Software inventory|Return checklist|Service desk tickets|Screenshots|System exports|Other,,0,,,,1
5,Standard - Acceptable Use,"<i>- Assets may be used only by authorized users.
- Access credentials must not be shared.
- Software and services used must be approved by the organization.
- Organizational data must be handled in accordance with the Data Management policy.
- Internet and network access must be used responsibly and lawfully.</i>",5.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Acceptable Use,"<i>- Assets may be used only by authorized users.
- Access credentials must not be shared.
- Software and services used must be approved by the organization.
- Organizational data must be handled in accordance with the Data Management policy.
- Internet and network access must be used responsibly and lawfully.</i>",5.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Acceptable Use,"<i>- Assets may be used only by authorized users.
- Access credentials must not be shared.
- Software and services used must be approved by the organization.
- Organizational data must be handled in accordance with the Data Management policy.
- Internet and network access must be used responsibly and lawfully.</i>",5.5,Does this requirement reflect your company current practice: Access credentials must not be shared.,,2,Yes|No|Somewhat|Not applicable,,0,,,5.6 5.7|5.8|5.8|5.8,1
5,Standard - Acceptable Use,"<i>- Assets may be used only by authorized users.
- Access credentials must not be shared.
- Software and services used must be approved by the organization.
- Organizational data must be handled in accordance with the Data Management policy.
- Internet and network access must be used responsibly and lawfully.</i>",5.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|Screenshots|System exports|Other,,0,,,,1
5,Standard - Acceptable Use,"<i>- Assets may be used only by authorized users.
- Access credentials must not be shared.
- Software and services used must be approved by the organization.
- Organizational data must be handled in accordance with the Data Management policy.
- Internet and network access must be used responsibly and lawfully.</i>",5.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Acceptable Use,"<i>- Assets may be used only by authorized users.
- Access credentials must not be shared.
- Software and services used must be approved by the organization.
- Organizational data must be handled in accordance with the Data Management policy.
- Internet and network access must be used responsibly and lawfully.</i>",5.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Acceptable Use,"<i>- Assets may be used only by authorized users.
- Access credentials must not be shared.
- Software and services used must be approved by the organization.
- Organizational data must be handled in accordance with the Data Management policy.
- Internet and network access must be used responsibly and lawfully.</i>",5.9,Does this requirement reflect your company current practice: Software and services used must be approved by the organization.,,2,Yes|No|Somewhat|Not applicable,,0,,,5.10 5.11|5.12|5.12|5.12,1
5,Standard - Acceptable Use,"<i>- Assets may be used only by authorized users.
- Access credentials must not be shared.
- Software and services used must be approved by the organization.
- Organizational data must be handled in accordance with the Data Management policy.
- Internet and network access must be used responsibly and lawfully.</i>",5.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Asset inventory|MDM/endpoint management export|Software inventory|Return checklist|Service desk tickets|SDLC procedure|Code review records|Security test reports|Release approvals|Screenshots|Other,,0,,,,1
5,Standard - Acceptable Use,"<i>- Assets may be used only by authorized users.
- Access credentials must not be shared.
- Software and services used must be approved by the organization.
- Organizational data must be handled in accordance with the Data Management policy.
- Internet and network access must be used responsibly and lawfully.</i>",5.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Acceptable Use,"<i>- Assets may be used only by authorized users.
- Access credentials must not be shared.
- Software and services used must be approved by the organization.
- Organizational data must be handled in accordance with the Data Management policy.
- Internet and network access must be used responsibly and lawfully.</i>",5.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Acceptable Use,"<i>- Assets may be used only by authorized users.
- Access credentials must not be shared.
- Software and services used must be approved by the organization.
- Organizational data must be handled in accordance with the Data Management policy.
- Internet and network access must be used responsibly and lawfully.</i>",5.13,Does this requirement reflect your company current practice: Organizational data must be handled in accordance with the Data Management policy.,,2,Yes|No|Somewhat|Not applicable,,0,,,5.14 5.15|5.16|5.16|5.16,1
5,Standard - Acceptable Use,"<i>- Assets may be used only by authorized users.
- Access credentials must not be shared.
- Software and services used must be approved by the organization.
- Organizational data must be handled in accordance with the Data Management policy.
- Internet and network access must be used responsibly and lawfully.</i>",5.14,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
5,Standard - Acceptable Use,"<i>- Assets may be used only by authorized users.
- Access credentials must not be shared.
- Software and services used must be approved by the organization.
- Organizational data must be handled in accordance with the Data Management policy.
- Internet and network access must be used responsibly and lawfully.</i>",5.15,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Acceptable Use,"<i>- Assets may be used only by authorized users.
- Access credentials must not be shared.
- Software and services used must be approved by the organization.
- Organizational data must be handled in accordance with the Data Management policy.
- Internet and network access must be used responsibly and lawfully.</i>",5.16,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
5,Standard - Acceptable Use,"<i>- Assets may be used only by authorized users.
- Access credentials must not be shared.
- Software and services used must be approved by the organization.
- Organizational data must be handled in accordance with the Data Management policy.
- Internet and network access must be used responsibly and lawfully.</i>",5.17,Does this requirement reflect your company current practice: Internet and network access must be used responsibly and lawfully.,,2,Yes|No|Somewhat|Not applicable,,0,,,5.18 5.19|5.20|5.20|5.20,1
5,Standard - Acceptable Use,"<i>- Assets may be used only by authorized users.
- Access credentials must not be shared.
- Software and services used must be approved by the organization.
- Organizational data must be handled in accordance with the Data Management policy.
- Internet and network access must be used responsibly and lawfully.</i>",5.18,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|Network diagrams|Firewall rule export|VPN configuration|Other,,0,,,,1
5,Standard - Acceptable Use,"<i>- Assets may be used only by authorized users.
- Access credentials must not be shared.
- Software and services used must be approved by the organization.
- Organizational data must be handled in accordance with the Data Management policy.
- Internet and network access must be used responsibly and lawfully.</i>",5.19,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
5,Standard - Acceptable Use,"<i>- Assets may be used only by authorized users.
- Access credentials must not be shared.
- Software and services used must be approved by the organization.
- Organizational data must be handled in accordance with the Data Management policy.
- Internet and network access must be used responsibly and lawfully.</i>",5.20,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Prohibited Use,"<i>- Unauthorized access to systems, data, or networks.
- Circumventing or disabling security controls.
- Installing unauthorized software or hardware.
- Using assets for illegal activities or activities that violate organizational policies.
- Accessing, creating, or distributing offensive, inappropriate, or unlawful content.
- Using organizational assets to intentionally disrupt operations or security.</i>",6.1,"Does this requirement reflect your company current practice: Unauthorized access to systems, data, or networks must be prohibited?",,2,Yes|No|Somewhat|Not applicable,,0,,,6.2 6.3|6.4|6.4|6.4,1
6,Standard - Prohibited Use,"<i>- Unauthorized access to systems, data, or networks.
- Circumventing or disabling security controls.
- Installing unauthorized software or hardware.
- Using assets for illegal activities or activities that violate organizational policies.
- Accessing, creating, or distributing offensive, inappropriate, or unlawful content.
- Using organizational assets to intentionally disrupt operations or security.</i>",6.2,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|Network diagrams|Firewall rule export|VPN configuration|Other,,0,,,,1
6,Standard - Prohibited Use,"<i>- Unauthorized access to systems, data, or networks.
- Circumventing or disabling security controls.
- Installing unauthorized software or hardware.
- Using assets for illegal activities or activities that violate organizational policies.
- Accessing, creating, or distributing offensive, inappropriate, or unlawful content.
- Using organizational assets to intentionally disrupt operations or security.</i>",6.3,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Prohibited Use,"<i>- Unauthorized access to systems, data, or networks.
- Circumventing or disabling security controls.
- Installing unauthorized software or hardware.
- Using assets for illegal activities or activities that violate organizational policies.
- Accessing, creating, or distributing offensive, inappropriate, or unlawful content.
- Using organizational assets to intentionally disrupt operations or security.</i>",6.4,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Prohibited Use,"<i>- Unauthorized access to systems, data, or networks.
- Circumventing or disabling security controls.
- Installing unauthorized software or hardware.
- Using assets for illegal activities or activities that violate organizational policies.
- Accessing, creating, or distributing offensive, inappropriate, or unlawful content.
- Using organizational assets to intentionally disrupt operations or security.</i>",6.5,Does this requirement reflect your company current practice: Circumventing or disabling security controls must be prohibited?,,2,Yes|No|Somewhat|Not applicable,,0,,,6.6 6.7|6.8|6.8|6.8,1
6,Standard - Prohibited Use,"<i>- Unauthorized access to systems, data, or networks.
- Circumventing or disabling security controls.
- Installing unauthorized software or hardware.
- Using assets for illegal activities or activities that violate organizational policies.
- Accessing, creating, or distributing offensive, inappropriate, or unlawful content.
- Using organizational assets to intentionally disrupt operations or security.</i>",6.6,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Screenshots|System exports|Other,,0,,,,1
6,Standard - Prohibited Use,"<i>- Unauthorized access to systems, data, or networks.
- Circumventing or disabling security controls.
- Installing unauthorized software or hardware.
- Using assets for illegal activities or activities that violate organizational policies.
- Accessing, creating, or distributing offensive, inappropriate, or unlawful content.
- Using organizational assets to intentionally disrupt operations or security.</i>",6.7,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Prohibited Use,"<i>- Unauthorized access to systems, data, or networks.
- Circumventing or disabling security controls.
- Installing unauthorized software or hardware.
- Using assets for illegal activities or activities that violate organizational policies.
- Accessing, creating, or distributing offensive, inappropriate, or unlawful content.
- Using organizational assets to intentionally disrupt operations or security.</i>",6.8,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Prohibited Use,"<i>- Unauthorized access to systems, data, or networks.
- Circumventing or disabling security controls.
- Installing unauthorized software or hardware.
- Using assets for illegal activities or activities that violate organizational policies.
- Accessing, creating, or distributing offensive, inappropriate, or unlawful content.
- Using organizational assets to intentionally disrupt operations or security.</i>",6.9,Does this requirement reflect your company current practice: Installing unauthorized software or hardware must be prohibited?,,2,Yes|No|Somewhat|Not applicable,,0,,,6.10 6.11|6.12|6.12|6.12,1
6,Standard - Prohibited Use,"<i>- Unauthorized access to systems, data, or networks.
- Circumventing or disabling security controls.
- Installing unauthorized software or hardware.
- Using assets for illegal activities or activities that violate organizational policies.
- Accessing, creating, or distributing offensive, inappropriate, or unlawful content.
- Using organizational assets to intentionally disrupt operations or security.</i>",6.10,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Asset inventory|MDM/endpoint management export|Software inventory|Return checklist|Service desk tickets|SDLC procedure|Code review records|Security test reports|Release approvals|Screenshots|Other,,0,,,,1
6,Standard - Prohibited Use,"<i>- Unauthorized access to systems, data, or networks.
- Circumventing or disabling security controls.
- Installing unauthorized software or hardware.
- Using assets for illegal activities or activities that violate organizational policies.
- Accessing, creating, or distributing offensive, inappropriate, or unlawful content.
- Using organizational assets to intentionally disrupt operations or security.</i>",6.11,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Prohibited Use,"<i>- Unauthorized access to systems, data, or networks.
- Circumventing or disabling security controls.
- Installing unauthorized software or hardware.
- Using assets for illegal activities or activities that violate organizational policies.
- Accessing, creating, or distributing offensive, inappropriate, or unlawful content.
- Using organizational assets to intentionally disrupt operations or security.</i>",6.12,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Prohibited Use,"<i>- Unauthorized access to systems, data, or networks.
- Circumventing or disabling security controls.
- Installing unauthorized software or hardware.
- Using assets for illegal activities or activities that violate organizational policies.
- Accessing, creating, or distributing offensive, inappropriate, or unlawful content.
- Using organizational assets to intentionally disrupt operations or security.</i>",6.13,Does this requirement reflect your company current practice: Using assets for illegal activities or activities that violate organizational policies must be prohibited?,,2,Yes|No|Somewhat|Not applicable,,0,,,6.14 6.15|6.16|6.16|6.16,1
6,Standard - Prohibited Use,"<i>- Unauthorized access to systems, data, or networks.
- Circumventing or disabling security controls.
- Installing unauthorized software or hardware.
- Using assets for illegal activities or activities that violate organizational policies.
- Accessing, creating, or distributing offensive, inappropriate, or unlawful content.
- Using organizational assets to intentionally disrupt operations or security.</i>",6.14,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|Asset inventory|MDM/endpoint management export|Software inventory|Return checklist|Service desk tickets|Screenshots|System exports|Other,,0,,,,1
6,Standard - Prohibited Use,"<i>- Unauthorized access to systems, data, or networks.
- Circumventing or disabling security controls.
- Installing unauthorized software or hardware.
- Using assets for illegal activities or activities that violate organizational policies.
- Accessing, creating, or distributing offensive, inappropriate, or unlawful content.
- Using organizational assets to intentionally disrupt operations or security.</i>",6.15,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
6,Standard - Prohibited Use,"<i>- Unauthorized access to systems, data, or networks.
- Circumventing or disabling security controls.
- Installing unauthorized software or hardware.
- Using assets for illegal activities or activities that violate organizational policies.
- Accessing, creating, or distributing offensive, inappropriate, or unlawful content.
- Using organizational assets to intentionally disrupt operations or security.</i>",6.16,"Please explain why this requirement is not implemented, only partially implemented, or not applicable.",,1,,,0,,,,1
6,Standard - Prohibited Use,"<i>- Unauthorized access to systems, data, or networks.
- Circumventing or disabling security controls.
- Installing unauthorized software or hardware.
- Using assets for illegal activities or activities that violate organizational policies.
- Accessing, creating, or distributing offensive, inappropriate, or unlawful content.
- Using organizational assets to intentionally disrupt operations or security.</i>",6.17,"Does this requirement reflect your company current practice: Accessing, creating, or distributing offensive, inappropriate, or unlawful content must be prohibited?",,2,Yes|No|Somewhat|Not applicable,,0,,,6.18 6.19|6.20|6.20|6.20,1
6,Standard - Prohibited Use,"<i>- Unauthorized access to systems, data, or networks.
- Circumventing or disabling security controls.
- Installing unauthorized software or hardware.
- Using assets for illegal activities or activities that violate organizational policies.
- Accessing, creating, or distributing offensive, inappropriate, or unlawful content.
- Using organizational assets to intentionally disrupt operations or security.</i>",6.18,"Which technologies, tools, methods, or evidence sources are used?",,5,Policy document|Procedure document|Assigned owner or role record|IAM export|Access review records|User account listing|Approval tickets|Authentication logs|MFA configuration screenshots|Password manager records|Screenshots|System exports|Other,,0,,,,1
6,Standard - Prohibited Use,"<i>- Unauthorized access to systems, data, or networks.
- Circumventing or disabling security controls.
- Installing unauthorized software or hardware.
- Using assets for illegal activities or activities that violate organizational policies.
- Accessing, creating, or distributing offensive, inappropriate, or unlawful content.
- Using organizational assets to intentionally disrupt operations or security.</i>",6.19,"What evidence can you provide to demonstrate this requirement is implemented? Examples may include screenshots, reports, logs, tickets, approvals, procedures, meeting records, or system exports.",,1,,,0,,,,1
